ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Compendium,ಸಾರಸಂಗ್ರಹ,,,,,,,,,
,Compensation,"ಪರಿಹಾರ, ನಷ್ಟ ಪರಿಹಾರ",,,,,,,,,
,Compensation pension,ಪರಿಹಾರ ಪಿಂಚಣಿ,,,,,,,,,
,Compensatory allowance,ಪರಿಹಾರ ಭತ್ಯೆ,,,,,,,,,
,Compensatory holiday,"ಪರಿಹಾರದ ರಜೆ, ಪರಿಹಾರ ರಜಾ ದಿನ",,,,,,,,,
,Compensatory leave,ಪರಿಹಾರ ರಜೆ,,,,,,,,,
,Competent Authority,"ಸಕ್ಷಮ ಪ್ರಾಧಿಕಾರ, ಸಕ್ಷಮ ಅಧಿಕಾರಿ",,,,,,,,,
,Competitive rate,ಸ್ಪರ್ಧಾತ್ಮಕ ದರ,,,,,,,,,
,Competitive tenders,ಸ್ಪರ್ಧಾತ್ಮಕ ಟೆಂಡರುಗಳು,,,,,,,,,
,Compilation,"ಸಂಕಲನ, ವಿಷಯ ಸಂಗ್ರಹಣೆ",,,,,,,,,
,Compiler,"ಸಂಕಲನಕಾರ, ಸಂಗ್ರಾಹಕ",,,,,,,,,
,Completion report,"ಕಾರ್ಯಸಮಾಪನ ವರದಿ, ಮುಕ್ತಾಯದ ವರದಿ",,,,,,,,,
,Complex component,ಸಂಕೀರ್ಣ ಅಂಗಾಂಶ,,,,,,,,,
,Compliance,"ಅನುಸರಣೆ, ಪಾಲನೆ",,,,,,,,,
,Compliance report,"ಅನುಸರಣಾ ವರದಿ, ಒಪ್ಪಿಗೆ ವರದಿ",,,,,,,,,
,Complicate,"ಜಟಿಲ, ಕಠಿಣ, ತೊಡಕು",,,,,,,,,
,Complimentary copy,ಗೌರವ ಪ್ರತಿ,,,,,,,,,
,Comply with,"ನೆರವೇರಿಸು, ಪಾಲಿಸು",,,,,,,,,
,Comprehensive force,ವ್ಯಾಪಕ ಶಕ್ತಿ,,,,,,,,,
,Comprehensive manual,ಸಮಗ್ರ ಕೈಪಿಡಿ,,,,,,,,,
,Comprehensive risk policy,ಸಮಗ್ರ ಹಾನಿ ವಿಮಾಪಾಲಿಸಿ,,,,,,,,,
,Compressible,"ಸಂಕುಚಿತಗೊಳಿಸಬಹುದಾದ, ಕುಗ್ಗಿಸಬಹುದಾದ, ಒತ್ತಬಹುದಾದ",,,,,,,,,
,Compression joint,ಸಂಕೋಚಿತ ಜೋಡಣೆ,,,,,,,,,
,Compulsory deposit,ಕಡ್ಡಾಯ ಠೇವಣಿ/ಠೇವಣಾತಿ,,,,,,,,,
,Compulsory fee,ಕಡ್ಡಾಯ ಶುಲ್ಕ,,,,,,,,,
,Compulsory retirement,ಕಡ್ಡಾಯ ನಿವೃತ್ತಿ,,,,,,,,,
,Compulsory waiting period,ಕಡ್ಡಾಯ ನಿರೀಕ್ಷಣಾ ಅವಧಿ,,,,,,,,,
,Computation,"ಗಣನೆ, ಲೆಕ್ಕ ಹಾಕುವುದು, ಎಣಿಕೆ",,,,,,,,,
,Computed consumption,ವಿದ್ಯುತ್ತಿನ ಒಟ್ಟು ಬಳಕೆ,,,,,,,,,
,Computed demand,"ಒಟ್ಟಾರೆ ಬೇಡಿಕೆ, ಅವಶ್ಯ ಬೇಡಿಕೆ",,,,,,,,,
,Computer,"ಗಣಕ, ಗಣಕ ಯಂತ್ರ, ಕಂಪ್ಯೂಟರ್‌",,,,,,,,,
,Computing facility,ಎಣಿಕೆ ಸೌಲಭ್ಯ,,,,,,,,,
,Concession,"ರಿಯಾಯಿತಿ, ಸೋಡಿ, ವಿನಾಯಿತಿ",,,,,,,,,
,Conciliation meeting,ಸಂಧಾನ ಸಭೆ,,,,,,,,,
,Conciliation officer,ಸಂಧಾನಾಧಿಕಾರಿ,,,,,,,,,
,Conciliation proceedings,ಸಂಧಾನ ನಡೆವಳಿ,,,,,,,,,
,Concise,"ಸಂಕ್ಷಿಪ್ತ, ಸಂಗ್ರಹ, ಅಡಕ",,,,,,,,,
,Concordance,"ಸಾಮರಸ್ಯ, ಸುಸಂಗತ, ಸ್ವಯಂಪೂರ್ಣ",,,,,,,,,
,Concrete,"ಕಾಂಕ್ರೀಟು, ಗಟ್ಟಿಮುಟ್ಟಾದ",,,,,,,,,
,Concurrence,"ಒಪ್ಪಿಗೆ, ಸಹಮತಿ",,,,,,,,,
,Concurrent audit,ಸಮವರ್ತಿ ಲೆಕ್ಕ ಪರಿಶೋಧನೆ,,,,,,,,,
,Concurrent jurisdiction,ಸಮವರ್ತಿ ಅಧಿಕಾರ ವ್ಯಾಪ್ತಿ,,,,,,,,,
,Condenser,"ವಿದ್ಯುತ್‌ ಸಂಗ್ರಾಹಕ, ಘನೀಕರಣ ಯಂತ್ರ, ಕಂಡೆನ್ಸರ್‌",,,,,,,,,
,Condition of service,ಸೇವಾ ಷರತ್ತು,,,,,,,,,
,Conditional acceptance,"ಷರತ್ತಿಗೆ ಒಳಪಟ್ಟ ಒಪ್ಪಿಗೆ, ನಿಯಮಿತ ಒಪ್ಪಂದ",,,,,,,,,
,Conditional contract,"ಷರತ್ತಿನ ಗುತ್ತಿಗೆ, ನಿಯಮಿತ ಒಪ್ಪಂದ",,,,,,,,,
,Conditions and liabilities,ಷರತ್ತುಗಳು ಮತ್ತು ಹೊಣೆಗಳು,,,,,,,,,
,Condonation of delay,"ವಿಳಂಬ ಮಾಫಿ, ವಿಳಂಬ ಮನ್ನಾ",,,,,,,,,
,Conduct rule,ನಡತೆ ನಿಯಮಾವಳಿ,,,,,,,,,
,Conductor,"ವಿದ್ಯುತ್‌ ವಾಹಕ, ಕಂಡಕ್ಟರ್‌",,,,,,,,,
,Conductor accessories,ವಾಹಕ ಸಾಮಗ್ರಿಗಳು,,,,,,,,,
,Conduit,"ಕೊಳವೆ, ವಿದ್ಯುತ್‌ ತಂತಿಗಳ ಕಾಪು",,,,,,,,,
,Conduit pipe,"ನಳಿಕೆ, ವಿದ್ಯುತ್‌ ರಕ್ಷಕ ಕೊಳವೆ",,,,,,,,,
,Confession,ತಪ್ಪೊಪ್ಪಿಗೆ,,,,,,,,,
,Confidential record,ರಹಸ್ಯ (ಗೌಪ್ಯ) ದಾಖಲೆ,,,,,,,,,
,Confidential report,ರಹಸ್ಯ(ಗೌಪ್ಯ) ವರದಿ,,,,,,,,,
,Confinement case,"ಹೆರಿಗೆ ಪ್ರಕರಣ, ಪ್ರಸವ ಪ್ರಕರಣ, ಬಂಧನದ ಪ್ರಕರಣ",,,,,,,,,
,Confirm,"ದೃಢಪಡಿಸು, ಖಾಯಂಗೊಳಿಸು",,,,,,,,,
,Confiscation,ಮುಟ್ಟುಗೋಲು,,,,,,,,,
,Conform,"ಅನುರೂಪವಾಗು, ಸರಿಹೊಂದು",,,,,,,,,
,Congenital,"ಜನ್ಮತಃ ಬಂದ, ಹುಟ್ಟಿನಿಂದ ಬಂದ",,,,,,,,,
,Congested area,"ಇಕ್ಕಟ್ಟಾದ ಪ್ರದೇಶ, ಕಿಕ್ಕಿರಿದ ಪ್ರದೇಶ",,,,,,,,,
,Congregate,"ಒಟ್ಟುಸೇರು, ಗುಂಪುಸೇರು, ಸಮಾವೇಶವಾಗು",,,,,,,,,
,Connected load,"ಸಂಪರ್ಕಿತ ವಿದ್ಯುತ್‌ ಪ್ರಮಾಣ, ಸಂಪರ್ಕಿತ ಹೊರೆ",,,,,,,,,
,Conscientiously,"ಆತ್ಮ ಸಾಕ್ಷಿಯಾಗಿ, ಮನಃಪೂರ್ವಕವಾಗಿ, ಮನಃಸಾಕ್ಷಿಯಾಗಿ",,,,,,,,,
,Conscious,"ಜಾಗೃತ, ಎಚ್ಚೆತ್ತ",,,,,,,,,
,Consecutive,"ಕ್ರಮಾನುಗತ, ಒಂದಾದ ಮೇಲೊಂದು, ಅನುಕ್ರಮಿಕ",,,,,,,,,
,Consent,"ಒಪ್ಪಿಗೆ, ಸಮ್ಮತಿ",,,,,,,,,
,Consent letter,"ಒಪ್ಪಿಗೆ ಪತ್ರ, ಸಮ್ಮತಿ ಪತ್ರ",,,,,,,,,
,Conservation,"ಸಂರಕ್ಷಣೆ, ಉಳಿತಾಯ",,,,,,,,,
,Conservative estimate,"ಮಿತ ಅಂದಾಜು, ಆವಶ್ಯಕ ಅಂದಾಜು, ಸಂರಕ್ಷಣೆಯ ಅಂದಾಜು",,,,,,,,,
,Conservator,ಸಂರಕ್ಷಕ,,,,,,,,,
,Consideration receipt,ತತ್ಕಾಲ ಪರಿಗಣನಾ ರಸೀತಿ,,,,,,,,,
,Consign,"ರವಾನಿಸು, ಗ್ರಹಿಸು",,,,,,,,,
,Consignee,"ಸರಕು ಸ್ವೀಕರಿಸುವವ, ಸರಕು ಗ್ರಾಹಕ",,,,,,,,,
,Consignment,ರವಾನೆ ಸರಕು,,,,,,,,,
,Consignor,"ಸರಕು ರವಾನೆದಾರ, ರವಾನಿಸುವವ",,,,,,,,,
,Consistency concept,"ಸುಸಂಗತ ಪರಿಕಲ್ಪನೆ, ಸ್ಥಿರ ಪರಿಕಲ್ಪನೆ",,,,,,,,,
,Consolidated fund,"ಸಂಚಿತ ನಿಧಿ, ಸಂಗ್ರಹಿತ ನಿಧಿ",,,,,,,,,
,Consolidated statement,"ಕ್ರೋಢೀಕೃತ ವಿವರಣ ಪತ್ರ, ಸಂಚಿತ ವಿವರಣ ಪತ್ರ, ಸಂಗ್ರಹಿತ ವಿವರಣ ಪತ್ರ",,,,,,,,,
,Consolidated stock account,ಸಂಚಿತ ದಾಸ್ತಾನು ಲೆಕ್ಕ,,,,,,,,,
,Consonance,"ಹೊಂದಿಕೆ, ಹೊಂದಾಣಿಕೆ",,,,,,,,,
,Conspicuous,"ಸ್ಪಷ್ಟ, ಸುವ್ಯಕ್ತ",,,,,,,,,
,Constant tension,"ನಿರಂತರ ಸೆಳೆತ, ಸ್ಥಿರ ಸೆಳೆತ",,,,,,,,,
,Constitutional weakness,"ಸಂವಿಧಾನಾತ್ಮಕ ದೌರ್ಬಲ್ಯ, ಅಂಗರಚನಾ ದೌರ್ಬಲ್ಯ",,,,,,,,,
,Constraint,"ನಿರ್ಬಂಧ, ಒತ್ತಾಯ",,,,,,,,,
,Construction allowance,ನಿರ್ಮಾಣ ಭತ್ಯೆ,,,,,,,,,
,Construction estimate,ನಿರ್ಮಾಣದ ಅಂದಾಜು,,,,,,,,,
,Constructive,ರಚನಾತ್ಮಕ,,,,,,,,,
,Construe,"ಅರ್ಥ ಮಾಡಿಕೊ, ಅನ್ವಯಿಸು",,,,,,,,,
,Consultancy charge,ಸಮಾಲೋಚನಾ ಶುಲ್ಕ,,,,,,,,,
,Consultancy study,ಸಮಾಲೋಚನಾ ಅಧ್ಯಯನ,,,,,,,,,
,Consultation,ಸಮಾಲೋಚನೆ,,,,,,,,,
,Consultative council,ಸಮಾಲೋಚನಾ ಸಮಿತಿ,,,,,,,,,
,Consumer,"ಗ್ರಾಹಕ, ಬಳಕೆದಾರ",,,,,,,,,
,Consumer needs,"ಗ್ರಾಹಕರ ಅವಶ್ಯಕತೆಗಳು, ಬಳಕೆಯ ವಸ್ತುಗಳು",,,,,,,,,
,Consuming device,ಬಳಕೆಯ ಸಾಧನ,,,,,,,,,
,Consumption,"ಬಳಕೆ, ಉಪಯೋಗ",,,,,,,,,
,Consumption charge,ವಿದ್ಯುತ್‌ ಬಳಕೆ ಶುಲ್ಕ,,,,,,,,,
,Contact indicator,ಸಂಪರ್ಕ ಸೂಚಕ,,,,,,,,,
,Container service,"ಅಂತರ್ಗತ ಸೇವೆ, ಧಾರಕ ಸೇವೆ",,,,,,,,,
,Contaminated oil,"ಕಲುಷಿತ ತೈಲ, ಮಲಿನ ತೈಲ",,,,,,,,,
,Contamination,"ಮಲಿನತೆ, ಅಶುಚಿ, ಕಲುಷಿತ, ಅಶುದ್ಧ, ಕೆಟ್ಟ",,,,,,,,,
,Contemplate,"ಆಲೋಚಿಸು, ಚಿಂತಿಸು, ಉದ್ದೇಶಿಸು, ನಿರೀಕ್ಷಿಸು",,,,,,,,,
,Contemplated enquiry,ಉದ್ದೇಶಿತ ವಿಚಾರಣೆ,,,,,,,,,
,Contemplation,"ಆಲೋಚನೆ, ಚಿಂತನೆ, ಅನುಸಂಧಾನ",,,,,,,,,
,Contemporary,"ಸಮಕಾಲೀನ, ಸಮಕಾಲಿಕ",,,,,,,,,
,Contempt,"ನಿಂದೆ, ಅವಮಾನ, ಅವಹೇಳನ, ತಿರಸ್ಕಾರ",,,,,,,,,
,Contempt of court,ನ್ಯಾಯಾಲಯ ನಿಂದನೆ,,,,,,,,,
,Contest,"ಸ್ಪರ್ಧೆ, ಸ್ಪರ್ಧಿಸು, ತಕರಾರು ಮಾಡು, ವಿರೋಧಿಸು",,,,,,,,,
,Context,"ಸಂದರ್ಭ, ಪ್ರಸಂಗ, ಸನ್ನಿವೇಶ, ಪ್ರಕರಣ",,,,,,,,,
,Contingencies,"ಆವಶ್ಯಕ ವೆಚ್ಚ, ಸಾದಿಲ್ವಾರು ವೆಚ್ಚ, ಪ್ರಾಸಂಗಿಕ ವೆಚ್ಚ",,,,,,,,,
,Contingency,"ಆಕಸ್ಮಿಕ, ಪ್ರಾಸಂಗಿಕ, ಸಾದಿಲ್ವಾರು",,,,,,,,,
,Contingent bill,"ಸಾದಿಲ್ವಾರು ಬಿಲ್ಲು, ಪ್ರಾಸಂಗಿಕ ಬಿಲ್ಲು",,,,,,,,,
,Contingent expenditure,ಸಾದಿಲ್ವಾರು ವೆಚ್ಚ,,,,,,,,,
,Contingent liability,"ಸಂಭವನೀಯ ಹೊಣೆಗಾರಿಕೆ, ಪ್ರಾಸಂಗಿಕ ಹೊಣೆಗಾರಿಕೆ",,,,,,,,,
,Contingent register,ಸಾದಿಲ್ವಾರು ರಿಜಿಸ್ಟರ್‌,,,,,,,,,
,Continuous earth wire,"ನಿರಂತರ ಭೂ ಸಂಪರ್ಕ ತಂತಿ, ಸತತ ಭೂ ಸಂಪರ್ಕ ತಂತಿ",,,,,,,,,
,Continuous period,"ನಿರಂತರ ಅವಧಿ, ಮುಂದುವರಿದ ಅವಧಿ",,,,,,,,,
,Contour,"ಮಟ್ಟರೇಖೆ, ಎಲ್ಲೆಕಟ್ಟು, ಹೊರರೇಖೆ",,,,,,,,,
,Contra,"ಬಾಧಕ, ವಿರುದ್ಧ, ವ್ಯತಿರಿಕ್ತ, ಪ್ರತಿ, ಎದುರು",,,,,,,,,
,Contra credit,"ವ್ಯತಿರಿಕ್ತ ಜಮೆ, ಬಾಧಕ ಜಮೆ",,,,,,,,,
,Contra entry,"ಇದಿರು ನಮೂದು, ಪ್ರತಿ ನಮೂದು",,,,,,,,,
,Contraband,"ಕಳ್ಳ ಸಾಗಾಣಿಕೆ ಸರಕು, ನಿಷಿದ್ಧ ಸರಕು",,,,,,,,,
,Contract,"ಗುತ್ತಿಗೆ, ಕಾಂಟ್ರ್ಯಾಕ್ಟ್‌",,,,,,,,,
,Contract agency,"ಗುತ್ತಿಗೆ ಕಾರ್ಯಭಾರಿ, ಗುತ್ತಿಗೆ ಏಜೆನ್ಸಿ",,,,,,,,,
,Contract agreement,ಗುತ್ತಿಗೆ ಒಪ್ಪಂದ,,,,,,,,,
,Contract basis,ಗುತ್ತಿಗೆ ಆಧಾರ,,,,,,,,,
,Contract demand,ಗುತ್ತಿಗೆ ಬೇಡಿಕೆ,,,,,,,,,
,Contract document,"ಗುತ್ತಿಗೆಯ ದಾಖಲೆ, ಗುತ್ತಿಗೆಯ ದಾಖಲಾತಿ",,,,,,,,,
,Contract price,ಗುತ್ತಿಗೆಯ ಬೆಲೆ,,,,,,,,,
,Contraction,"ಕುಗ್ಗುವುದು, ಸಂಕೋಚನ, ಸಂಕುಚಿತ",,,,,,,,,
,Contractor,ಗುತ್ತಿಗೆದಾರ,,,,,,,,,
,Contractors control account,ಗುತ್ತಿಗೆ ಕಾಮಗಾರಿ ಲೆಕ್ಕ ನಿಯಂತ್ರಣ,,,,,,,,,
,Contractors material control account,ಗುತ್ತಿಗೆ ಕಾಮಗಾರಿ ಸಾಮಗ್ರಿಗಳ ಲೆಕ್ಕ ನಿಯಂತ್ರಣ,,,,,,,,,
,Contractual delivery date,ಕರಾರುಬದ್ಧ ಸರಬರಾಜು ದಿನಾಂಕ,,,,,,,,,
,Contradict,ವಿರೋಧಿಸು,,,,,,,,,
,Contradistinction,"ಭಿನ್ನ, ವಿರುದ್ಧ, ವೈಲಕ್ಷಣ್ಯ",,,,,,,,,
,Contrary,"ವಿರುದ್ಧ, ಪ್ರತಿಕೂಲ, ಬೇರೆಯ",,,,,,,,,
,Contravention,"ಅತಿಕ್ರಮ, ಉಲ್ಲಂಘನೆ",,,,,,,,,
,Contribution,"ವಂತಿಗೆ, ಚಂದಾ, ಕೊಡುಗೆ",,,,,,,,,
,Control box,"ನಿಯಂತ್ರಣ ಪೆಟ್ಟಿಗೆ, ಕಂಟ್ರೋಲ್‌ ಪೆಟ್ಟಿಗೆ",,,,,,,,,
,Control gate,"ನಿಯಂತ್ರಣ ದ್ವಾರ, ನಿಯಂತ್ರಣ ಬಾಗಿಲು, ಕಂಟ್ರೋಲ್‌ ಗೇಟು",,,,,,,,,
,Control panel,"ನಿಯಂತ್ರಣ ಫಲಕ, ನಿಯಂತ್ರಣ ಪ್ಯಾನೆಲ್‌, ಕಂಟ್ರೋಲ್‌ ಪ್ಯಾನೆಲ್ಲು",,,,,,,,,
,Control room,"ನಿಯಂತ್ರಣ ಕೊಠಡಿ, ಕಂಟ್ರೋಲ್‌ ರೂಮು",,,,,,,,,
,Controlling officer,ನಿಯಂತ್ರಣಾಧಿಕಾರಿ,,,,,,,,,
,Convene,"ಸಭೆ ಸೇರಿಸು, ಸಭೆಯನ್ನು ಕರೆ",,,,,,,,,
,Convener,ಸಂಚಾಲಕ,,,,,,,,,
,Conventional,"ರೂಢಿಗತ, ಸಾಂಪ್ರದಾಯಿಕ",,,,,,,,,
,Conventional method,"ಸಾಂಪ್ರದಾಯಿಕ ವಿಧಾನ, ರೂಢಿಯ ವಿಧಾನ",,,,,,,,,
,Conversion,"ಪರಿವರ್ತನೆ, ಬದಲಾವಣೆ",,,,,,,,,
,Conversion factor,ಪರಿವರ್ತನಾ ಗುಣಕ,,,,,,,,,
,Conveyance allowance,ವಾಹನ ಭತ್ಯೆ,,,,,,,,,
,Conveyance cum field allowance,ವಾಹನ ಮತ್ತು ಕಾರ್ಯಕ್ಷೇತ್ರ ಭತ್ಯೆ,,,,,,,,,
,Conviction,"ಅಪರಾಧ ನಿರ್ಣಯ, ದೋಷ ನಿರ್ಣಯ, ಶಿಕ್ಷೆ",,,,,,,,,
,Cooling fan,"ಶೈತ್ಯ ಪಂಕ, ಬೀಸಣಿಗೆ",,,,,,,,,
,Copier,"ಪ್ರತಿಕರಣ ಯಂತ್ರ, ಪ್ರತಿ ಮಾಡುವ ಯಂತ್ರ, ಕಾಪಿಯರ್‌",,,,,,,,,
,Copy,ಪ್ರತಿ,,,,,,,,,
,Copyright,"ಕೃತಿ ಸ್ವಾಮ್ಯ, ಗ್ರಂಥದ ಹಕ್ಕು, ಕಾಪಿರೈಟ್‌",,,,,,,,,
,Corona,"ಪ್ರಭಾವಲಯ, ವಿದ್ಯುತ್‌ ಪ್ರಭಾವಲಯ",,,,,,,,,
,Corporate body,"ನಿಗಮ ನಿಕಾಯ, ನಿಗಮದ ಸಂಸ್ಥೆ",,,,,,,,,
,Corporate funds,ನಿಗಮದ ನಿಧಿ,,,,,,,,,
,Corporation,"ನಿಗಮ, ಪಾಲಿಕೆ",,,,,,,,,
,Corpus fund,ಮೂಲನಿಧಿ,,,,,,,,,
,Correlation,"ಸಹ ಸಂಬಂಧ, ಹೊಂದಾಣಿಕೆ",,,,,,,,,
,Correspondence,"ಪತ್ರ ವ್ಯವಹಾರ, ವ್ಯವಹಾರ, ಅನುರೂಪ",,,,,,,,,
,Corresponding file,ಸಂವಾದಿ ಕಡತ,,,,,,,,,
,Corrigendum,"ತಿದ್ದುಪಡಿ, ತಿದ್ದೋಲೆ",,,,,,,,,
,Corroborate,"ದೃಢಪಡಿಸು, ಸಮರ್ಥಿಸು",,,,,,,,,
,Corroborative evidence,"ಬೆಂಬಲ ಸಾಕ್ಷ್ಯ, ಸಮರ್ಥನ ಸಾಕ್ಷ್ಯ",,,,,,,,,
,Corrosion,ತುಕ್ಕು,,,,,,,,,
,Corruption,"ಭ್ರಷ್ಟಾಚಾರ, ಕೆಟ್ಟುಹೋದ",,,,,,,,,
,Cost benefit analysis,ವೆಚ್ಚ ಪ್ರಯೋಜನ ವಿಶ್ಲೇಷಣೆ,,,,,,,,,
,Cost data sheet,ವೆಚ್ಚ ಮಾಹಿತಿ ಪತ್ರ,,,,,,,,,
,Cost factor,ವೆಚ್ಚಕಾರಕಾಂಶ,,,,,,,,,
,Cost of trading,ವ್ಯಾಪಾರ ವೆಚ್ಚ,,,,,,,,,
,Cost of transportation,ಸಾಗಣೆ ವೆಚ್ಚ,,,,,,,,,
,Cost price,ಅಸಲು ಬೆಲೆ,,,,,,,,,
,Cost register,"ವೆಚ್ಚ ನಮೂದು ಪುಸ್ತಕ, ಬೆಲೆ ನಮೂದು ಪುಸ್ತಕ",,,,,,,,,
,Council,"ಮಂಡಳ, ಸಂಪುಟ, ಪರಿಷತ್ತು",,,,,,,,,
,Counsel,"ಸಲಹೆ, ಸಲಹೆಗಾರ",,,,,,,,,
,Counter,"ಗಣಕ, ಪ್ರತಿಯಾದ, ವಿರುದ್ಧವಾದ",,,,,,,,,
,Counter affidavit,"ಪ್ರತಿ ಪ್ರಮಾಣ ಪತ್ರ, ಪ್ರತಿ ಶಪಥಪತ್ರ",,,,,,,,,
,Counter charge,"ಪ್ರತ್ಯಾರೋಪ, ಪ್ರತಿ ಆಪಾದನೆ",,,,,,,,,
,Counter signature,"ಮೇಲುರುಜು, ಮೇಲುಸಹಿ",,,,,,,,,
,Counter statement,ಪ್ರತಿ ಹೇಳಿಕೆ,,,,,,,,,
,Counter-attack,ಪ್ರತಿದಾಳಿ,,,,,,,,,
,Counter-check,ಪ್ರತಿ ತನಿಖೆ,,,,,,,,,
,Counter-claim,"ಪ್ರತಿ ದಾವಾ, ಪ್ರತಿಹಕ್ಕು",,,,,,,,,
,Counterfeit,"ಕೃತಕ, ಖೋಟಾ",,,,,,,,,
,Counterfoil,"ಇದಿರು ಪ್ರತಿ, ಜೊತೆಪ್ರತಿ",,,,,,,,,
,Counterpart,"ಪ್ರತಿರೂಪ, ವಿರುದ್ಧ ಭಾಗ, ಹಿಮ್ಮುಖ",,,,,,,,,
,Counterpoise,"ಸಹಸ್ಥಿತಿ, ಸಮತೋಲನ, ಪ್ರತಿರೂಪ",,,,,,,,,
,Courier,"ಹರಿಕಾರ, ದೂತಸೇವೆ, ಓಲೆಕಾರ",,,,,,,,,
,Court of law,ನ್ಯಾಯಾಲಯ,,,,,,,,,
,Cover,"ಆವರಣ, ಹೊದಿಕೆ, ರಕ್ಷಾಕವಚ, ವಿಸ್ತರಿಸು, ಸುದ್ದಿಮಾಡು, ಭರಿಸು, ಕವರು",,,,,,,,,
,Crackle test,ಸಿಡಿತದ ಪರೀಕ್ಷೆ,,,,,,,,,
,Craftsman,"ಕುಶಲಕರ್ಮಿ, ಕಸುಬುದಾರ",,,,,,,,,
,Creation and abolition,ಸೃಷ್ಟಿ ಮತ್ತು ರದ್ದತಿ,,,,,,,,,
,Credence,"ನಂಬಿಕೆ, ವಿಶ್ವಾಸ",,,,,,,,,
,Credentials,"ಅಧಿಕಾರ ಪತ್ರ, ಪರಿಚಯ ಪತ್ರ",,,,,,,,,
,Credibility,ವಿಶ್ವಾಸಾರ್ಹತೆ,,,,,,,,,
,Credit note,"ಜಮಾ ಪತ್ರ, ಜಮಾ ಚೀಟಿ, ಕ್ರೆಡಿಟ್‌ ನೋಟು",,,,,,,,,
,Creditor,"ಸಾಲ ಕೊಟ್ಟವನು, ಸಾಲಿಗ",,,,,,,,,
,Creosote,"ಕ್ರಿಅಸೋಟ್ ಎಣ್ಣೆ, ನಿರ್ವರ್ಣ ತೈಲ",,,,,,,,,
,Criminal case,"ದಂಡನಾರ್ಹ ಪ್ರಕರಣ, ದುರ್ನಡತೆ ಪ್ರಕರಣ, ಕ್ರೌರ್ಯ ಪ್ರಕರಣ, ಕ್ರಿಮಿನಲ್‌ ಕೇಸು",,,,,,,,,
,Criminal misappropriation,ದಂಡನಾರ್ಹ ದುರ್ವಿನಿಯೋಗ,,,,,,,,,
,Criminal offence,ದಂಡನಾರ್ಹ ಅಪರಾಧ,,,,,,,,,
,Criminal procedure code,"ದಂಡನಾ ನಿಯಮಾವಳಿ, ದಂಡ ಪ್ರಕ್ರಿಯಾ ಸಂಹಿತೆ",,,,,,,,,
,Crimping tool,"ಜೋಡಿಕೆ ಉಪಕರಣ, ಕ್ರಿಂಪಿಂಗ್‌ ಟೂಲು",,,,,,,,,
,Criss-cross,"ಅಡ್ಡಾದಿಡ್ಡಿಯಾಗಿ, ಕತ್ತರಿ ಪಟ್ಟು",,,,,,,,,
,Cross arm,"ಅಡ್ಡ ಪಟ್ಟಿ, ಕತ್ತರಿ ಪಟ್ಟಿ",,,,,,,,,
,Cross bar,ಅಡ್ಡಪಟ್ಟಿ,,,,,,,,,
,Cross brace,ಅಡ್ಡ ಬಿಗಿಪಟ್ಟಿ,,,,,,,,,
,Cross cheque,"ಅಡ್ಡಗೆರೆಯ ಚೆಕ್ಕು, ಕ್ರಾಸ್ ಚೆಕ್ಕು",,,,,,,,,
,Cross entry,"ಪ್ರತಿ ನಮೂದು, ಪ್ರತಿ ದಾಖಲೆ",,,,,,,,,
,Cross examination,"ಪಾಟೀ ಸವಾಲು, ಅಡ್ಡ ವಿಚಾರಣೆ",,,,,,,,,
,Cross question,ಅಡ್ಡಪ್ರಶ್ನೆ,,,,,,,,,
,Cross reference,"ಪ್ರತಿ ಉಲ್ಲೇಖ, ಪೂರಕ ಉಲ್ಲೇಖ",,,,,,,,,
,Cross section,ಸೀಳು ನೋಟ,,,,,,,,,
,Cross sectional drawing,ಸೀಳು ನೋಟದ ನಕ್ಷೆ,,,,,,,,,
,Crow bar,"ಗಡಾರೆ, ದೊಡ್ಡ ಹಾರೆ",,,,,,,,,
,Crumble,"ಚೂರುಚೂರು ಮಾಡು, ನಾಶಹೊಂದು",,,,,,,,,
,Crushed spot,"ಜಜ್ಜಿದ ಭಾಗ, ಚೂರುಚೂರಾದ ಭಾಗ",,,,,,,,,
,Crutches,"ಊರುಗೋಲು, ಆಸರೆಗೋಲು, ಆಧಾರ",,,,,,,,,
,Cryptic order,"ಸಂಕ್ಷಿಪ್ತ ಆದೇಶ, ಅಡಕವಾದ ಆದೇಶ",,,,,,,,,
,Culvert,"ಅಡಿಗಾಲುವೆ, ಒಳಗಾಲುವೆ",,,,,,,,,
,Cumulative,"ಸಂಚಿತ, ಒಟ್ಟು",,,,,,,,,
