ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Conductor,ವಾಹಕ,,,,,,,,,
,Conduit,"ನಾಲೆ,ವಾಹಿನಿ",,,,,,,,,
,Conduits,"ನಾಲೆಗಳು, ಪೈಪುಗಳು",,,,,,,,,
,Cone of influence,ಪ್ರಭಾವ ಶಂಕು,,,,,,,,,
,Configuration,ಕಾರ್ಯನಿನ್ಯಾಸ,,,,,,,,,
,Congealing,"ಗರಣಿಗಟ್ಟು, ಹೆಪ್ಪುಗಟ್ಟು",,,,,,,,,
,Conjugate variable,"ಸಂಯುಕ್ತ ವ್ಯತ್ಯಾಸಸಾಧ್ಯ, ಜಂಟೀ ವ್ಯತ್ಯಾಸಸಾಧ್ಯ",,,,,,,,,
,Connate water,ಸಹಜಾತ ಜಲ,,,,,,,,,
,Connecting,ಸಂಯೋಜಕ,,,,,,,,,
,Connecting ring,ಸಂಯೋಜಕ ಉಂಗುರ,,,,,,,,,
,Connecting rod,ಸಂಯೋಜಕ ದಂಡ,,,,,,,,,
,Conservation,ಸಂರಕ್ಷಣೆ,,,,,,,,,
,Conservation farmplan,ಸಂರಕ್ಷಣಾ ಬೇಸಾಯ ಯೋಜನೆ,,,,,,,,,
,Conservation irrigation,ಸಂರಕ್ಷಣಾ ನೀರಾವರಿ,,,,,,,,,
,Conservation practices,ಸಂರಕ್ಷಣಾ ಕ್ರಮಗಳು,,,,,,,,,
,Consistency,ಸಘನತ,,,,,,,,,
,Consolidated undrained test,ಸಂಚಯಿತ ಅನುಪವಾಹಿತ ಪರೀಕ್ಷೆ,,,,,,,,,
,Consolidation,ಸಂಚಯನ ಸಂಘನನ,,,,,,,,,
,Consolidation apparatus,ಸಂಚಯನ ಉಪಕರಣ,,,,,,,,,
,Consolidation machine,ಸಂಚಯನ ಯಂತ್ರ,,,,,,,,,
,Consolidation ratio,ಸಂಚಯನ ಅನುಪಾತ,,,,,,,,,
,Consolidometer,"ಸಂಚಯನ ಮಾಪಕ, ಸಂಘಟನ ಮಾಪಕ, ಕ್ರೋಢೀಕರಣ ಮಾಪಕ",,,,,,,,,
,Conspicuous admixture,"ಸುಸ್ಪಷ್ಟ ಅಧಿಮಿಶ್ರಣ, ಸುವ್ಯಕ್ತ ಮಿಶ್ರಣ",,,,,,,,,
,Constant angle arch dam,ಸಮಾನ-ಕೋನ ಕಮಾನು ಅಣೆಕಟ್ಟೆ,,,,,,,,,
,Constant head permeameter,ಸ್ಥಿರಶೀರ್ಷ ಪಾರಗಮ್ಯತಾಮಾಪಿ,,,,,,,,,
,Constant radius arch dam,ಸಮತ್ರಿಜ್ಯ ಕಮಾನು ಅಣೆಕಟ್ಟು,,,,,,,,,
,Constant thickness,"ನಿಯತ ದಪ್ಪ, ಸಮಾನದಪ್ಪ",,,,,,,,,
,Constant voltage system,ಸ್ಥಿರ ವಿದ್ಯುತ್ ಬಲ ಪದ್ಧತಿ,,,,,,,,,
,"Constant, physical","ಸ್ಥಿರ, ಅಚಲ, ದ್ರವ್ಯದ (ದ್ರವ್ಯದ ಸ್ಥಿರತೆ)",,,,,,,,,
,Construction,"ರಚನಾಕ್ರಮ, ನಿರ್ಮಾಣ",,,,,,,,,
,Construction period correction,"ನಿರ್ಮಾಣ ಅವಧಿ ಸರಿಪಡಿಕೆ, ನಿರ್ಮಾಣಾವಧಿ ತಿದ್ದುಪಡಿ",,,,,,,,,
,Consumption,"ವ್ಯಯ, ಬಳಕೆ",,,,,,,,,
,Contact area (electrical),ಸಂಪರ್ಕ ಸ್ಥಳ,,,,,,,,,
,Continuous phase,"ಸತತ ಹಂತ, ಅವಿರತತೆ ಘಟ್ಟ",,,,,,,,,
,Continuous sample,"ಸತತ ಮಾದರಿ, ನಿರಂತರ ಮಾದರಿ",,,,,,,,,
,Continutiy equator,ಅವಿಚ್ಛಿನ್ನ ಸಮೀಕರಣ,,,,,,,,,
,Contour,"ಸಮಪಾತಳಿ, ಭೂಪಾತಳಿ",,,,,,,,,
,Contour bund,ಸಮಪಾತಳಿ ಬದು,,,,,,,,,
,Contour farming,ಸಮಪಾತಳಿ ಬೇಸಾಯ,,,,,,,,,
,Contour guideline,ಸಮಪಾತಳಿ ಸೂಚನಾರೇಖೆ,,,,,,,,,
,Contour interval,ಸಮಾಪಾತಳಿ ಮಧ್ಯಂತರ,,,,,,,,,
,Contour of water table,ಭೂಜಲ ಪಾತಳಿ,,,,,,,,,
,Contour or bench-border irrigation,ಸಮಪಾತಳಿ ಅಥವಾ ಜಗತಿ ಪಟ್ಟಿ ನೀರಾವರಿ,,,,,,,,,
,Contour tillage,ಸಮಾಪಾತಳಿ ಉಳುಮೆ,,,,,,,,,
,Contraction,ಸಂಕೋಚನ,,,,,,,,,
,Contraction joint,ಸಂಕೋಚನಾ ಸಂಧಿ,,,,,,,,,
,Contraction sudden,ಇದ್ದಕ್ಕಿದ್ದಹಾಗೆ ಕುಗ್ಗುವುದು,,,,,,,,,
,Control board,ನಿಯಂತ್ರಣ ಫಲಕ,,,,,,,,,
,Control flume,ನಿಯಂತ್ರಣ ಅವನಾಳಿಕಾ,,,,,,,,,
,Control gate,"ನಿಯಂತ್ರಣ ಬಾಗಿಲು, ನಿಯಂತ್ರಣ ಕವಾಟ",,,,,,,,,
,Control lever,ನಿಯಂತ್ರಣ ಸನ್ನೆ,,,,,,,,,
,Control point,"ನಿಯಂತ್ರಣ ಬಿಂದು, ನಿಯಂತ್ರಣ ಸ್ಥಾನ",,,,,,,,,
,Control structure,"ನಿಯಂತ್ರಣ ಸಂರಚನೆ, ನಿಯಂತ್ರಣ ರಚನೆ",,,,,,,,,
,Control test,"ನಿಯಂತ್ರಣ ಪರೀಕ್ಷೆ, ಹತೋಟಿ ಪರೀಕ್ಷಣೆ",,,,,,,,,
,Control voltage,ವಿದ್ಯುದ್ಬಲದ ಹತೋಟಿ,,,,,,,,,
,Controlled flooding irrigation,ನಿಯಂತ್ರಿತ ಪ್ರವಾಹ ನೀರಾವರಿ,,,,,,,,,
,Controlled outlet,"ನಿಯಂತ್ರಿತ ನಿರ್ಗಮನ, ನಿಯಂತ್ರಿತ ಹೊರಮಾರ್ಗ",,,,,,,,,
,Controlling boundary layer flow,ಮಿತಿಚಾಲನಶಕ್ತಿ ಪದರ ಹರಿವು,,,,,,,,,
,Convection current,ಪ್ರಚಲನ ಪ್ರವಾಹ,,,,,,,,,
,Conventional sign,ಸಾಂಪ್ರದಾಯಿಕ ಚಿಹ್ನೆ,,,,,,,,,
,Converging diverging nozzle,ಒಮ್ಮುಖ ದಿಕ್ಯುತಿ ಸೂಸುಬಾಯಿ,,,,,,,,,
,Convex,"ಹೊರಬಾಗಿದ, ಪೀನ",,,,,,,,,
,Conveyance and distribution,ಸಂವಹನ ಹಾಗೂ ವಿತರಣ,,,,,,,,,
,Conveyance structure,"ಸಂವಹನ ಸಂರಚನೆ, ಸಂವಹನ ರಚನೆ",,,,,,,,,
,Conveyance works,"ಸಂವಹನ ಕಾರ್ಯಗಳು, ಸಂವಹನ ನಿರ್ಮಾಣ",,,,,,,,,
,Coolant,"ಶೀತಕ, ಶೀತಲ ದ್ರವ, ಶೀತಲ ಜಲ",,,,,,,,,
,Cooling system,"ಶೀತಲನ ವ್ಯವಸ್ಥೆ, ಉಷ್ಣ ನಿರ್ಗಮನ ವ್ಯವಸ್ಥೆ",,,,,,,,,
,Copper efficiency,ತಾಮ್ರದ ಕಾರ್ಯಕ್ಷಮತೆ,,,,,,,,,
,Copper loss,ತಾಮ್ರದ ನಷ್ಟ,,,,,,,,,
,Copper oxide rectifier,ಸಮಕಾರಕ ತಾಮ್ರದ ಆಕ್ಸೈಡ್,,,,,,,,,
,Copper-cladsteel conductor,ತಾಮ್ರಕವಚದ ಲೋಹದ ವಾಹಕ,,,,,,,,,
,Core,"ಕೇಂದ್ರ ಭಾಗ, ಪ್ರಧಾನ ಭಾಗ",,,,,,,,,
,Core barrel,"ಕೋರ್ ಬ್ಯಾರೆಲ್, ಕೇಂದ್ರ ಪೀಪಾಯಿ",,,,,,,,,
,Core drill,ಕೇಂದ್ರ ಭೇದಕ,,,,,,,,,
,Core magnetic,ಕಾಂತತೆಯಿಂದ ಕೂಡಿದ ಪದರ ಪದರಾಗಿರುವ ಕಬ್ಬಿಣದ ಸರಳು,,,,,,,,,
,Corn belt,ಜೋಳ ಬೆಳೆಯುವ ಪ್ರದೇಶ,,,,,,,,,
,Corona point local,ಸ್ಥಳೀಯ ವೃತ್ತಾಕಾರದ ಗೊಂಚಲು ದೀಪದ ಚಿಹ್ನೆ,,,,,,,,,
,Coronafree line,ಸ್ವತಂತ್ರ ವೃತ್ತಾಕಾರದ ಗೊಂಚಲು ದೀಪದ ಪಂಕ್ತಿ,,,,,,,,,
,Corrected entrance point,"ಸರಿಪಡಿಸಿದ ಪ್ರವೇಶ ಬಿಂದು, ತಿದ್ದುಪಡಿಮಾಡಿದ ಪ್ರವೇಶಬಿಂದು",,,,,,,,,
,Corrected zero point,"ತಿದ್ದುಪಡಿಮಾಡಿದ ಶೂನ್ಯಬಿಂದು, ಸರಿಪಡಿಸಿದ ಸೊನ್ನೆಬಿಂದು",,,,,,,,,
,Corresponding point,ಅನುಕ್ರಮ ಬಿಂದು,,,,,,,,,
,Corrosion (inpipe),"ಸಂಕ್ಷಾರಣ, ತುಕ್ಕಾಗುವಿಕೆ",,,,,,,,,
,Corrugation,ವಲೀಯನ,,,,,,,,,
,Cotton stripper,ಹತ್ತಿ ಬಿಡಿಸುವ ಯಂತ್ರ,,,,,,,,,
,Coulomb,"ಕೂಲಾಂಬ್, ಒಂದು ಅಂಪೇರಿನ ವಿದ್ಯುತ್ ಪ್ರವಾಹವು ಒಂದು ಸೆಕೆಂಡಿನಲ್ಲಿ ಸಾಗಿಸುವ ವಿದ್ಯುತ್ ನ ಪ್ರಮಾಣ",,,,,,,,,
,Coulters,ಕಬ್ಬಿಣದ ಅಲಗು,,,,,,,,,
,Counter shaft,ಪ್ರತಿ ದಂಡ,,,,,,,,,
,Counter weight,ಪ್ರತಿಭಾರ,,,,,,,,,
,Counter weight cistern,ಪ್ರತಿಭಾರ ಕೂಪಕ,,,,,,,,,
,Coupled circuit,ಸಂಯೋಜನ ವಿದ್ಯತ್ ಪ್ರವಾಹ ಮಾರ್ಗ,,,,,,,,,
,Coupling,ಯುಗ್ಮನ,,,,,,,,,
,Coupling Co-efficient,ಸಂಯೋಜನಾ ಗುಣಾಂಕ,,,,,,,,,
,Coupling inductive,ಒಂದು ಯಂತ್ರದ ಭಾಗಗಳನ್ನು ಸಂಯೋಜಿಸುವ ವಿದ್ಯುತ್ ಚೋದಕ ಸಲಕರಣೆ,,,,,,,,,
,Coupling magnetic,"ಕಾಂತತೆಯಿಂದ ಕೂಡಿಕೊಂಡಿರುವ, ವಿದ್ಯುತ್ ಕಾಂತತೆಯಿಂದ ಜೋಡಿಸುವುದು",,,,,,,,,
,Covering wires,ಮುಚ್ಚುವ ತಂತಿಗಳು,,,,,,,,,
,Cracking,ಬಿರುಕು ಬಿಟ್ಟಿರುವಿಕೆ,,,,,,,,,
,Cradubg technique,ಇಳಕಲು ನಿರ್ದೇಶನ ತಂತ್ರ,,,,,,,,,
,Crank,ವಕ್ರ,,,,,,,,,
,Crank arm,ವಕ್ರದಂಡ ಬಾಹು,,,,,,,,,
,Crank shaft,ವಕ್ರದಂಡ,,,,,,,,,
,Cranking motor,ತಿರುಗು ಚಲನೆ ಮೋಟರ್,,,,,,,,,
,Creek,ಉಪಧಾರಾ,,,,,,,,,
,Crest,ಶಿಖರ,,,,,,,,,
,Crest of voltage wave,"ವಿದ್ಯುತ್ ತರಂಗದ ಶಿಖರ, ಉತ್ತುಂಗ",,,,,,,,,
,Crest shutter,"ಶಿಖರ ಕವಾಟ, ಶಿಖರ ಬಾಗಿಲು",,,,,,,,,
,Crevice,ಬಿರುಕು ಸೀಳು,,,,,,,,,
,Crib-work,ಹದಿಕಟ್ಟು,,,,,,,,,
,Crimped steel,ನಮ್ಮ ಉಕ್ಕು,,,,,,,,,
,Criteria,ಪ್ರಸಕ್ತ ನಿಯತಾಂಕ,,,,,,,,,
,Critical depression head,ಸಂದಿಗ್ಧ ಅವನಮನ ಶೀರ್ಷ,,,,,,,,,
,Critical depth,ಸಂದಿಗ್ಧ ಆಳ,,,,,,,,,
,Critical gradient,ಸಂದಿಗ್ಧ ಇಳುಕಳು,,,,,,,,,
,Critical moisture,ಸಂದಿಗ್ಧ ತೇವಾಂಶ,,,,,,,,,
,Critical moisture point,ಸಂದಿಗ್ಧ ತೇವಾಂಶ ಬಿಂದು,,,,,,,,,
,Critical strata,ಸಂದಿಗ್ಧ ಸ್ತರ,,,,,,,,,
,Critical velocity,ಸಂದಿಗ್ಧ ವೇಗ,,,,,,,,,
,Critical velocity of percolation,ಸಂದಿಗ್ಧ ಜೆನುಗುವಿಕೆಯ ವೇಗ,,,,,,,,,
,Critical voltage,ಸಂದಿಗ್ಧ ಮೋಲ್ಟ್,,,,,,,,,
,Crop period,"ಬೆಳೆ ಅವಧಿ, ಫಸಲು ಕಾಲ",,,,,,,,,
,Crop ratio,"ಫಸಲು ಅನುಪಾತ, ಪ್ರಮಾಣ, ಸಸ್ಯಪ್ರಮಾಣ",,,,,,,,,
,Crop yield,"ಬೆಳೆ ಇಳುವರಿ, ಫಸಲು",,,,,,,,,
,Cross arm unit,ಅಡ್ಡಲಾಗಿರುವ ಬಾಹುವಿನ ಘಟಕ,,,,,,,,,
,Cross current,"ತಿರ್ಯಕ್ ಧಾರಾ, ಆದೀಧಾರಾ, ತಿರವೀಧಾರಾ",,,,,,,,,
,Cross drainage (works),ಪಾರಗಮೀ ಜಲವಿಕಾಸ (ನಿರ್ಮಾಣ) ಕಾಮಗಾರಿ,,,,,,,,,
,Cross field,ಅಡ್ಡಭೂಮಿ,,,,,,,,,
,Cross regulator,"ನಿಯಾಮಕ, ನಿಯಂತ್ರಕ",,,,,,,,,
,Cross section,"ಅಡ್ಡ ಛೇದ, ಅನುಪ್ರಸ್ಥ, ಪರಿಚ್ಛೇದ",,,,,,,,,
,Cross sectional area,ಪರಿಚ್ಛೇದಿತ ಪ್ರದೇಶ ಭಾಗ,,,,,,,,,
,Cross staff,ಅಡ್ಡಡ್ಡ ದಂಡ,,,,,,,,,
,Crossed belt drive,ಕತ್ತರಿ ಬೆಲ್ಟ್ ಚಾಲನೆ,,,,,,,,,
,Crucible steel,ಮೂಸೆ ಉಕ್ಕು,,,,,,,,,
,"Crumbly (crumby, crummy)","ಚೂರು, ಮುರುಕಲು",,,,,,,,,
,Crumby,ಮುರುಕಲು,,,,,,,,,
,Crusher,"ಅರೆಯುವ ಸಾಧನ, ಅರೆಕ",,,,,,,,,
,Crustal deformation,ವಿಕೃತ ರಚನೆ,,,,,,,,,
,Cubicle,ಘನಾಕೃತಿಯ,,,,,,,,,
,Cultivated field,ಒಕ್ಕಲು ಭೂಮಿ,,,,,,,,,
,Cultivator,ಕುಂಟೆ (ಮಧ್ಯಂತರ ಸಾಗುವಳಿ ಯಂತ್ರ),,,,,,,,,
,Culvert,"ಪುಲಿಯ ನೀರ್ಗಾಲುವೆ, ಅಡಿಗಾಲುವೆ, ಹೊರಜಿ ಕಾಲುವೆ",,,,,,,,,
,Culvert,ಅಡಿಗಾಲುವೆ,,,,,,,,,
,Cumulative error,ಸಂಚಿತ ದೋಷ,,,,,,,,,
,Cup,ಬಟ್ಟಲಾಕಾರದ ದುಂಡನೆಯ ಕುಳಿ,,,,,,,,,
,Current,ವಿದ್ಯುತ್ ಪ್ರವಾಹ,,,,,,,,,
,Current coil,ವಿದ್ಯುತ್ ಪ್ರವಾಹದ ಚಲನೆಗಾಗಿ ಮಾಡಿರುವ ತಂತಿಯ ನಿಡುಸುರುಳಿ,,,,,,,,,
,Current exciting,ವಿದ್ಯುತ್ಚ್ಛಕ್ತಿಯನ್ನು ಉತ್ತೇಜಿಸು,,,,,,,,,
,Current meter,ವಿದ್ಯುತ್ ಪ್ರವಾಹ ಮಾಪಿ,,,,,,,,,
,Current path,"ವಿದ್ಯುತ್ ಪಥ, ಮಾರ್ಗರೇಖೆ",,,,,,,,,
,"Current, anode",ವಿದ್ಯುತ್ತಿನ ಧನವಿದ್ಯುತ್ ಧ್ರುವ,,,,,,,,,
,"Current, average","ಸಾಧಾರಣ, ಅಂದಾಜು ಮಾಡಿದ ವಿದ್ಯುತ್",,,,,,,,,
,"Current, capacitance","ನಿಶ್ಚಲ ವಿದ್ಯುತ್ತನ್ನು ಸಂಗ್ರಹಿಸಿಟ್ಟುಕೊಳ್ಳುವ ಶಕ್ತಿ (ಸಂಚಯನ ಶಕ್ತಿ), ಕೆಪಾಸಿಟನ್ಶ",,,,,,,,,
,"Current, circulating",ವಿದ್ಯುತ್ ಪರಿಚಲನೆ,,,,,,,,,
,"Current, maximum",ಅತಿಹೆಚ್ಚಿನ ಪ್ರಮಾಣದ ವಿದ್ಯುತ್ ಪೂರೈಕೆ,,,,,,,,,
,"Current, saturating",ವಿದ್ಯುತ್ ಅನ್ನು ಪರಮಾವಧಿ ಪ್ರಮಾಣದಲ್ಲಿ ಪೂರಣ ಮಾಡು,,,,,,,,,
,"Current,alternating",ಆವರ್ತನ ವಿದ್ಯುತ್ ಪ್ರವಾಹ,,,,,,,,,
,Cusec (cubic m/sec),ಕ್ಯೂಸೆಕ್ (ಘನಮೀಟರ್ ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ),,,,,,,,,
,Cusec day,"ಕ್ಯೂಸೆಕ್ ದಿನ, ಘನಮೀಟರ್ ಪ್ರತಿಸೆಕೆಂಡಿಗೆ ಒಂದು ದಿನಕ್ಕೆ",,,,,,,,,
,Cut & fill,ಕತ್ತರಿಸಿ ತುಂಬು,,,,,,,,,
,Cut off,"ಕತ್ತರಿಸುವ ಮಾರ್ಗ, ಕತ್ತರಿಸಿಹಾಕು",,,,,,,,,
,Cut off trench,ಅಡ್ಡಯಿಸುವ ಕಾಲುವೆ / ಹಳ್ಳ,,,,,,,,,
,Cut off wall,ಅಡ್ಡಯಿಸುವ ಗೋಡೆ,,,,,,,,,
,Cutter bar,ಕತ್ತರಿಸುವ ದಂಡ,,,,,,,,,
,Cutting circle,ಕತ್ತರಿಸುವ ವೃತ್ತ,,,,,,,,,
,Cutting edge,"ಕತ್ತರಿಕೆ ತುದಿ, ಕತ್ತರಿಕೆ ಅಂಚು",,,,,,,,,
,Cutting point,ಕತ್ತರಿಸುವ ಮೊನೆ,,,,,,,,,
,Cylinder concentric,ಏಕಕೇಂದ್ರ ಅಥವಾ ಸಮಾನ ಕೇಂದ್ರದ ವರ್ತುಳನಾಳ,,,,,,,,,
,Cylindrical,"ಉರುಳೆಯಾಕಾರದ, ವರ್ತುಲಾಕಾರದ",,,,,,,,,
,Dam,"ಅಣೆಕಟ್ಟು, ಕಟ್ಟೆ, ನೀರೊಡ್ಡು",,,,,,,,,
,Dam axis,ಅಣೆಕಟ್ಟೆಯ ಅಕ್ಷರೇಖೆ,,,,,,,,,
,Dam site,"ಅಣೆಕಟ್ಟು ನಿರ್ಮಿಸಲು ಸೂಕ್ತವಾದ ಸ್ಥಳ, ಅಣೆಕಟ್ಟಿನ ಕ್ಷೇತ್ರ",,,,,,,,,
,Dam toe,ಅಣೆಕಟ್ಟೆಯ ಇಳಿಜಾರಿನ ತುತ್ತತುದಿ,,,,,,,,,
,"Dam, Barrage","ಅಣೆಕಟ್ಟು, ಅಡ್ಡಕಟ್ಟು",,,,,,,,,
,Damask,ಕಿಲುಬಿನಿಂದ ಉಂಟಾದ ಒರಟು ತಗಡಿನ ಮೇಲ್ಮೈಭಾಗ,,,,,,,,,
,Damp down,ಆರ್ದ್ರತೆಯ ಇಳಿತ,,,,,,,,,
,Damped vibration,ನಿಸ್ತೇಜ ಕಂಪನ,,,,,,,,,
,Damper,"ಘರ್ಷಣೆ ನಿಸ್ತೇಜಕ, ಆರ್ದ್ರಕ",,,,,,,,,
,Damping,"ನಿಸ್ತೇಜತೆ, ಆರ್ದ್ರತೆ, ತೇವವಾದ",,,,,,,,,
,Damping capacity,ನಿಸ್ತೇಜಕ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,Damping co-efficient,"ಆರ್ದ್ರತೆಯ ಸೂಚ್ಯಾಂಕ, ನಿಸ್ತೇಜಕ ಗುಣಾಂಕ",,,,,,,,,
,Damping force,ನಿಸ್ತೇಜಕ ಶಕ್ತಿ,,,,,,,,,
,Darcy's frictional co-efficient,ಡಾರ್ಸಿಯ ಘರ್ಷಣಾ ಗುಣಾಂಕ,,,,,,,,,
,Darcy's law,ಡಾರ್ಸಿಯ ನಿಯಮ,,,,,,,,,
,Darcy-weirback formula,ಡಾರ್ಸಿ-ವೀರ್ ಬ್ಯಾಕ್ ಸೂತ್ರ (ಹರಿವ ನೀರಿನ ಕ್ಷೀಣತೆಯನ್ನು ಅಳೆಯಲು),,,,,,,,,
,Dash pot,ಚಲನ ನಿಯಂತ್ರಣ ಉಪಕರಣ,,,,,,,,,
,Data,"ಮಾಪನ, ಸಮೀಕ್ಷೆಗಳು ದಾಖಲೆ",,,,,,,,,
,Datum level,ಆಧಾರ ಮಟ್ಟ,,,,,,,,,
,Datum line,ಆಧಾರ ರೇಖೆ,,,,,,,,,
,Datum plane,ಆಧಾರ ತಲ,,,,,,,,,
,Davice compactometer,ಡೇವಿಸ್ ಕಾಂಪ್ಯಾಕ್ಟೋಮಾಪಕ (ಮಣ್ಣಿನ ಸಾಂದ್ರತೆ ಅಳೆಯಲು),,,,,,,,,
,Day cusec,ಸೆಕೆಂಡಿಗೆ ಘನಮೀಟರಿನಂತೆ 24 ಗಂಟೆಗಳಲ್ಲಿ ಹರಿಯುವನೀರಿನ ಪ್ರಮಾಣ,,,,,,,,,
,DC(Direct current),"ಡೈರೆಕ್ಟ್ ಕರೆಂಟ್, ಏಕಮುಖ ವಿದ್ಯುತ್",,,,,,,,,
,De aerated,"ನಿರ್ವಾತಿತ, ವಾಯುರಹಿತ",,,,,,,,,
,De flocculant,ಬೊಂತೆ ಬಿಡಿಸುವ,,,,,,,,,
,De polariser,ವಿಧ್ರುವಕಾರಕ,,,,,,,,,
,Dead,ನಿಸ್ತೇಜ ವಿದ್ಯುತ್ ತಂತಿ ಅಥವಾ ಮಂಡಲ,,,,,,,,,
,Dead man,ದಪ್ಪತಂತಿಗೆ ಆಧಾರವಾಗಲು ಅದರ ಎಳೆತಕ್ಕೆ ಸಮಕೋನವಾಗಿ ಮಣ್ಣಿನಲ್ಲಿ ಹೂತಿರುವ ಮರದ ದಿಮ್ಮಿ,,,,,,,,,
,Dead storage,ನಿಶ್ಚಲ ಶೇಖರಣೆ,,,,,,,,,
,Dead-end pull,ಮಾರ್ಗಗಳ ಶಾಖೆಯ ನಿಲುಕೊನೆಯನ್ನು ನೆಲಸಮ ಮಾಡುವಿಕೆ,,,,,,,,,
,Debris dam,ಮುರಿದುಬಿದ್ದ ಕಟ್ಟೆ,,,,,,,,,
,Decay co-efficent,ಶಿಥಿಲತೆಯ ಗುಣಾಂಕ,,,,,,,,,
,Decay factor,ಶಿಥಿಲತೆಯ ಗುಣಕ,,,,,,,,,
,Decentralised planning,ವಿಕೇಂದ್ರೀಕೃತ ಯೋಜನೆ,,,,,,,,,
,Deci,ದಶಾಂಶ (ಹತ್ತರಲೊಂದು ಭಾಗ),,,,,,,,,
,Decompression curves,ಒತ್ತಡ ಕಡಮೆಮಾಡುವ ವಕ್ರರೇಖೆ,,,,,,,,,
,Deep bed drier,ಆಳಪಾತ್ರದ-ಕಾಳುಒಣಗಿಸುವ ಉಪಕರಣ,,,,,,,,,
,Deep ravine,ಆಳವಾದ ಕಮರಿ,,,,,,,,,
,Deep tillage mold board plough,ಆಳವಾಗಿ ಉಳುವ ಕಬ್ಬಿಣದ ನೇಗಿಲು,,,,,,,,,
,Deflect,"ಓರೆಯಾಗುವ, ಪಥತಪ್ಪು",,,,,,,,,
,Deflection,"ವಿಕ್ಷೇಪ, ಓರೆಯಾಗುವ, ಬಾಗುವ",,,,,,,,,
,Deflector hood,"ಓರೆಯಾಗಿಸುವ, ಪಥತಪ್ಪಿಸುವ ಸಾಧನ",,,,,,,,,
,Deflocculating agent,ಬೊಂತೆ ಬಿಡಿಸುವ ವಸ್ತು ಪದಾರ್ಥ,,,,,,,,,
,Deformed,"ಅಂದಗೆಟ್ಟಿರುವುದು, ಆಕಾರ ಬದಲಾಗಿರುವುದು",,,,,,,,,
,Degraded alkali soil,"ಕೆಳದರ್ಜೆಯ, ಹಾಳಾದ ಕ್ಷಾರಮಣ್ಣು",,,,,,,,,
,Degraded land,"ಬಂಜರುಭೂಮಿ, ಕೀಳುಭೂಮಿ",,,,,,,,,
,Degrease,ಜಿಡ್ಡು ತೆಗೆಯುವಿಕೆ,,,,,,,,,
,Degree,ಕೋನದ ಅಳತೆ,,,,,,,,,
,Dehulling,ಸಿಪ್ಪೆ ತೆಗೆಯುವುದು,,,,,,,,,
,Dehumidifiers,ತೇವಾಂಶ ನಿವಾರಣ ಯಂತ್ರ,,,,,,,,,
,Delivery channel,ಸರಬರಾಜು ಕಾಲುವೆ,,,,,,,,,
,Delivery valve,ಸರಬರಾಜು ಕವಾಟ,,,,,,,,,
,Delta arrangement,ತ್ರಿಕೋನಾಕಾರದ ರೂಪದಲ್ಲಿ ವ್ಯೂಹ ರಚನೆ ಮಾಡುವುದು,,,,,,,,,
,Delta Connection,ತ್ರಿಕೋನರೀತಿಯಲ್ಲಿ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಜೋಡಣೆ,,,,,,,,,
,Deluge,"ಪ್ರವಾಹ, ಅತಿವರ್ಷ",,,,,,,,,
,Demagnetizing effect,ಆಯಸ್ಕಾಂತ ಶಕ್ತಿಯನ್ನು ಕಳೆಯುವ ಪರಿಣಾಮ,,,,,,,,,
,Demonstration,"ನಿದರ್ಶನ, ಪ್ರಾತ್ಯಕ್ಷಿಕೆ",,,,,,,,,
,Dendrite drainage pattern,ಸಸ್ಯಾಂಕನ ವೃಕ್ಷರೀತಿ ಬಸಿಯುವ ಮಾದರಿ,,,,,,,,,
,Dense medium,ಸಾಂದ್ರ ಮಾಧ್ಯಮ,,,,,,,,,
,Dense mineral,"ಸ್ಥೂಲ ಖನಿಜ, ಸಾಂದ್ರ ಖನಿಜ",,,,,,,,,
,Dense structure,"ಒತ್ತಾದ ರಚನೆ, ಸಾಂದ್ರ ರಚನೆ",,,,,,,,,
,Density,ಸಾಂದ್ರತೆ,,,,,,,,,
,Density flow,ಸಾಂದ್ರತೆ ಹರಿವು,,,,,,,,,
,Denudation,"ತೆರವು ಮಾಡುವುದು, ತೆಗೆಯುವುದು",,,,,,,,,
,Departure,"ಬಿಟ್ಟುಹೋಗುವುದು, ಅಪಗಮನ, ನಿರ್ಗಮನ, ಹೊರಡುವುದು",,,,,,,,,
,Dependable capacity,ಅವಲಂಬನ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
