ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Code,"ಸಂಹಿತೆ, ಸಂಕೇತ",,,,,,,,,YES
,Code number,"ಗೂಢ ಸಂಖ್ಯೆ, ರಹಸ್ಯ ಸಂಖ್ಯೆ",,,,,,,,,YES
,Code of conduct,ಆಚಾರಸಂಹಿತೆ,,,,,,,,,YES
,Code word,ಸಂಕೇತ ಶಬ್ದ,,,,,,,,,YES
,Coding,ಗೂಢ ಲೇಖ,,,,,,,,,YES
,Coercion,"ಒತ್ತಾಯ ಪೂರ್ವಕ, ಬಲವಂತದಿಂದ",,,,,,,,,YES
,Co-existence,ಸಹಬಾಳ್ವೆ,,,,,,,,,YES
,Cognizable,ಸಂಜ್ಞೇಯ,,,,,,,,,YES
,Cognizable offence,"ಸಂಜ್ಞೇಯ ಅಪರಾಧ, ದಂಡಾಧಿಕಾರಿಯ ಅಪ್ಪಣೆ ಇಲ್ಲದೆಯೆ ಪೊಲೀಸಿನವರು ದಸ್ತಗಿರಿ ಮಾಡಬಹುದಾದ ಅಪರಾಧ",,,,,,,,,YES
,Cognizance,"ಸಂಜ್ಞಾನ, ಗಮನಕ್ಕೆ ಬರುವುದು",,,,,,,,,YES
,Coincidence,ಸಂಯೋಗ,,,,,,,,,YES
,Collaboration,ಸಹಯೋಗ,,,,,,,,,YES
,Collateral security,"ಪೂರಕ ಜಾಮೀನು, ಸಹಭದ್ರತೆ",,,,,,,,,YES
,Colleague,ಸಹೋದ್ಯೋಗಿ,,,,,,,,,YES
,Collective,"ಸಾಮೂಹಿಕ, ಒಟ್ಟಿನ",,,,,,,,,YES
,Collective responsibility,"ಸಾಮೂಹಿಕ ಜವಾಬ್ದಾರಿ, ಸಾಮೂಹಿಕ ಹೊಣೆಗಾರಿಕೆ",,,,,,,,,YES
,Collectorate,ಕಲೆಕ್ಟರನ ಕಛೇರಿ,,,,,,,,,YES
,Collusion,"ಷರೀಕು, ಷಾಮೀಲು, ಒಳತಂತ್ರ, ಹೂಟ",,,,,,,,,YES
,Colony,"ವಸಾಹತು, ಕಾಲೋನಿ",,,,,,,,,YES
,Colour blindness,ಬಣ್ಣಗುರುಡು,,,,,,,,,YES
,Column,"ಅಂಕಣ, ಕಂಬ, ಸ್ಥಂಭ",,,,,,,,,YES
,Combing operation,ಭಾರಿ ಪತ್ತೆತರತೂದು ಆಚರಣೆ,,,,,,,,,YES
,Command,"ಆಜ್ಞೆ, ಆಜ್ಞೆಮಾಡು, ಸಮಾದೇಶ, ಸಮಾದೇಶಿಸು",,,,,,,,,YES
,Commemoration,"ಸ್ಮರಣ, ಸ್ಮಾರಕ ಸಮಾರಂಭ",,,,,,,,,YES
,Commendable,ಪ್ರಶಂಸನೀಯ,,,,,,,,,YES
,Commensurate,ಅನುರೂಪ,,,,,,,,,YES
,Commentary,"ಟೀಕೆ, ಭಾಷ್ಯ, ವ್ಯಾಖ್ಯಾನ, ವೀಕ್ಷಕ ವಿವರಣೆ",,,,,,,,,YES
,Comments,"ಟೀಕೆ ಟಿಪ್ಪಣಿ, ವ್ಯಾಖ್ಯೆ, ಟೀಕಿಸು",,,,,,,,,YES
,Commerce,ವಾಣಿಜ್ಯ,,,,,,,,,YES
,Commercial break,ವಾಣಿಜ್ಯ ಹಂಚಿಕೆ,,,,,,,,,YES
,Commission,"ಕಮೀಷನ್, ಆಯೋಗ, ದಳ್ಳಾಳಿ",,,,,,,,,YES
,Commissioning,"ಚಾಲೂಮಾಡುವುದು, ಪ್ರವರ್ತನ ಮಾಡುವುದು",,,,,,,,,YES
,Commit,"ಮಾಡು, ಒಪ್ಪಿಸು, ಬದ್ಧನಾಗು",,,,,,,,,YES
,Commitment,"ಬದ್ಧತೆ, ಮಾಡುವಿಕೆ, ಒಪ್ಪಿಸುವಿಕೆ, ಹೊಣೆ",,,,,,,,,YES
,Commodity,"ಸರಕು, ಸಾಮಗ್ರಿ",,,,,,,,,YES
,Common,"ಸಾಮಾನ್ಯ, ಸಾಧಾರಣ",,,,,,,,,YES
,Communal,"ಕೋಮುವಾರು, ಜಾತೀಯ, ಸಾಮುದಾಯಿಕ",,,,,,,,,YES
,Communal harmony,ಕೋಮು ಸೌಹಾರ್ದ,,,,,,,,,YES
,Communicate,"ಸಂವಹನಮಾಡು, ತಿಳಿಸು, ಹೇಳು",,,,,,,,,YES
,Communication,"ಸಂವಹನ, ಸಂಪರ್ಕ, ಸಂವಾರ್ತೆ, ಪತ್ರ",,,,,,,,,YES
,Communication gap,"ಸಂವಹನದ ಅಭಾವ, ಸಂಚಾರಹೀನತೆ",,,,,,,,,YES
,Communique,ಅಧಿಕೃತ ಪತ್ರಿಕಾಪ್ರಕಟಣೆ,,,,,,,,,YES
,Community,"ಸಮುದಾಯ, ಸಮಾಜ",,,,,,,,,YES
,Community centre,ಸಮುದಾಯ ಕೇಂದ್ರ,,,,,,,,,YES
,Community development project,ಸಾಮುದಾಯಿಕ ವಿಕಾಸ ಯೋಜನೆ,,,,,,,,,YES
,Community service,ಸಾಮುದಾಯಿಕ ಸೇವೆ,,,,,,,,,YES
,Commutation,"ಪರಿವರ್ತನೆ, ತಗ್ಗಿಸು",,,,,,,,,YES
,Commuted leave,ಪರಿವರ್ತಿತ ರಜೆ,,,,,,,,,YES
,Commuted value,"ಪರಿವರ್ತಿತ, ಸಾರಾಂಶೀಕೃತ ಬೆಲೆ",,,,,,,,,YES
,Comparison,"ಹೋಲಿಕೆ, ತುಲನೆ",,,,,,,,,YES
,Compassion,"ಮರುಕ, ಅನುಕಂಪ, ಸಹಾನುಭೂತಿ",,,,,,,,,YES
,Compassionate ground,ಅನುಕಂಪದ ಆಧಾರ,,,,,,,,,YES
,Compassionate leave,ಅನುಕಂಪ ರಜೆ,,,,,,,,,YES
,Compatible,"ಅನುರೂಪ, ಸಂಗತ, ಹೊಂದಿಕೆ",,,,,,,,,YES
,Compel,ಬಲವಂತಮಾಡು,,,,,,,,,YES
,Compendium,ಸಾರ ಸಂಗ್ರಹ,,,,,,,,,YES
,Compensation,"ನಷ್ಟಪರಿಹಾರ, ಪರಿಹಾರ",,,,,,,,,YES
,Compensatory allowance,ಪರಿಹಾರ ಭತ್ಯೆ,,,,,,,,,YES
,Compensatory leave,ಪರಿಹಾರ ರಜೆ,,,,,,,,,YES
,Competence,"ಸಕ್ಷಮ, ಸಾಮರ್ಥ್ಯ, ದಕ್ಷತೆ",,,,,,,,,YES
,Competent,"ಸಮರ್ಥ, ಯೋಗ್ಯ",,,,,,,,,YES
,Competent authority,ಸಕ್ಷಮ ಪ್ರಾಧಿಕಾರ,,,,,,,,,YES
,Competition,"ಸ್ಪರ್ಧೆ, ಪೈಪೋಟಿ",,,,,,,,,YES
,Competitive examination,ಸ್ಪರ್ಧಾತ್ಮಕ ಪರೀಕ್ಷೆ,,,,,,,,,YES
,Compilation,ಸಂಕಲನ,,,,,,,,,YES
,Complaint,"ಫಿರ್ಯಾದು, ದೂರು",,,,,,,,,YES
,Complaint book,ದೂರಿನ ಪುಸ್ತಕ,,,,,,,,,YES
,Complement,ಪೂರಕ,,,,,,,,,YES
,Complementary,ಪೂರಕವಾದ,,,,,,,,,YES
,Complete,"ಪೂರ್ಣ, ಪೂರ್ಣಗೊಳಿಸು",,,,,,,,,YES
,Completion certificate,ಕಾರ್ಯ ಪೂರ್ತಿ ಪ್ರಮಾಣ ಪತ್ರ,,,,,,,,,YES
,Compliance,"ಅನುಸರಣೆ, ಪಾಲನೆ",,,,,,,,,YES
,Complicated,ಜಟಿಲ,,,,,,,,,YES
,Compliment,"ಮೆಚ್ಚಿಕೆ, ಗೌರವ",,,,,,,,,YES
,Complimentary copy,ಗೌರವ ಪ್ರತಿ,,,,,,,,,YES
,Comply with,"ನೆರವೇರಿಸು, ಪಾಲಿಸು",,,,,,,,,YES
,Composite culture,ಮಿಶ್ರಸಂಸ್ಕೃತಿ,,,,,,,,,YES
,Composition,"ರಚನೆ, ಕೃತಿ, ನಿಬಂಧ, ಸಂಯೋಜನೆ",,,,,,,,,YES
,Comprehensive,"ವ್ಯಾಪಕ, ವಿಸ್ತಾರ",,,,,,,,,YES
,Comprehensive insurance,ವ್ಯಾಪಕ ವಿಮೆ,,,,,,,,,YES
,Compromise,"ರಾಜಿ, ಒಪ್ಪಂದ",,,,,,,,,YES
,Compulsory,"ಕಡ್ಡಾಯ, ಅನಿವಾರ್ಯ",,,,,,,,,YES
,Compulsory retirement,ಕಡ್ಡಾಯ ನಿವೃತ್ತಿ,,,,,,,,,YES
,Computer,"ಗಣಕ, ಗಣಕಯಂತ್ರ, ಕಂಪ್ಯೂಟರು",,,,,,,,,YES
,Computer centre,ಗಣಕ ಕೇಂದ್ರ,,,,,,,,,YES
,Computer friendly,ಗಣಕ ಸ್ನೇಹಿ,,,,,,,,,YES
,Computerization,ಗಣಕೀಕರಣ,,,,,,,,,YES
,Computer language,ಗಣಕ ಭಾಷೆ,,,,,,,,,YES
,Computer literacy,ಗಣಕ ಸಾಕ್ಷರತೆ,,,,,,,,,YES
,Concept,"ಭಾವ, ಭಾವನೆ, ಪರಿಕಲ್ಪನೆ",,,,,,,,,YES
,Concern,"ಸಂಬಂಧ, ವ್ಯಾಪಾರಸಂಸ್ಥೆ, ಆಸಕ್ತಿ, ಕಳಕಳಿ",,,,,,,,,YES
,Concession,ರಿಯಾಯಿತಿ,,,,,,,,,YES
,Concessional rate,ರಿಯಾಯಿತಿ ದರ,,,,,,,,,YES
,Concession certificate,ರಿಯಾಯಿತಿ ಪ್ರಮಾಣಪತ್ರ,,,,,,,,,YES
,Conciliation,"ಸಂಧಾನ, ರಾಜಿ",,,,,,,,,YES
,Concluding remarks,ನಿರ್ಣಾಯಕ ಷರಾ,,,,,,,,,YES
,Conclusion,"ಕೊನೆ, ಅಂತ್ಯ, ನಿರ್ಣಯ",,,,,,,,,YES
,Conclusive,"ನಿರ್ಣಾಯಕ, ನಿರ್ಧಾರಕ",,,,,,,,,YES
,Concur,ಸಹಮತಿ,,,,,,,,,YES
,Concurrence,"ಸಹಮತಿ, ಒಪ್ಪಿಗೆ, ಸಮ್ಮತಿ",,,,,,,,,YES
,Condemn,"ನಿರುಪಯುಕ್ತವೆಂದು ಹೇಳು, ನಿಂದಿಸು",,,,,,,,,YES
,Condition,"ಕರಾರು, ಷರತ್ತು, ಸ್ಥಿತಿ",,,,,,,,,YES
,Conditional,ಷರತ್ತಿನ ಮೇಲೆ,,,,,,,,,YES
,Conditional acceptance,ಷರತ್ತು ಬದ್ಧ ಒಪ್ಪಿಗೆ,,,,,,,,,YES
,Conditions of contract,ಕರಾರಿನ ಷರತ್ತುಗಳು ಮತ್ತು ಹೊಣೆಗಳು,,,,,,,,,YES
,Conditions of service,ಸೇವಾ ಷರತ್ತುಗಳು,,,,,,,,,YES
,Condolence,ಸಂತಾಪ,,,,,,,,,YES
,Condone,ಮನ್ನಾಮಾಡು,,,,,,,,,YES
,Conduct,"ನಡತೆ, ವರ್ತನೆ, ನಡಾವಳಿ, ವರ್ತಿಸು, ನಡೆಸು",,,,,,,,,YES
,Conduct rules,"ನಡೆ, ನಿಯಮಾವಳಿ",,,,,,,,,YES
,Conference,"ಸಮ್ಮೇಳನ, ಸಮಾಲೋಚನೆ",,,,,,,,,YES
,Conference room,ಸಮಾಲೋಚನಾ ಕೊಠಡಿ,,,,,,,,,YES
,Conferencing facility,ಸಮಾಲೋಚನಾ ಸೌಲಭ್ಯ,,,,,,,,,YES
,Confer,"ಪ್ರದಾನ ಮಾಡು, ಸಮಾಲೋಚಿಸು",,,,,,,,,YES
,Confidential,"ಗೋಪ್ಯದ, ಗುಟ್ಟಿನ, ರಹಸ್ಯದ",,,,,,,,,YES
,Confinement,"ಬಂಧನ, ಹೆರಿಗೆ",,,,,,,,,YES
,Confirm,"ಸ್ಥಿರೀಕರಿಸು, ಸ್ಥಿರಪಡಿಸು, ಖಾಯಂಗೊಳಿಸು",,,,,,,,,YES
,Confirmation,"ಸ್ಥಿರೀಕರಣ, ಖಾಯಂ ಮಾಡುವಿಕೆ",,,,,,,,,YES
,Confirmation of service,ಸೇವಾ ಸ್ಥಿರೀಕರಣ,,,,,,,,,YES
,Confirmation order,ಸ್ಥಿರೀಕರಣ ಆದೇಶ,,,,,,,,,YES
,Confiscation,"ವಶಪಡಿಸಿಕೊಳ್ಳುವಿಕೆ, ಮುಟ್ಟುಗೋಲು ಹಾಕುವುದು",,,,,,,,,YES
,Conflict,"ವಿವಾದ, ಘರ್ಷಣೆ",,,,,,,,,YES
,Conflicting views,ವಿರುದ್ಧ ಅಭಿಪ್ರಾಯಗಳು,,,,,,,,,YES
,Conformity,ಅನುರೂಪತೆ,,,,,,,,,YES
,Congratulation,ಅಭಿನಂದನೆ,,,,,,,,,YES
,Connection,"ಸಂಬಂಧ, ಜೋಡಣೆ, ಹೊಂದಿಕೆ",,,,,,,,,YES
,Connivance,ಮೌನಸಮ್ಮತಿ,,,,,,,,,YES
,Conscience,"ಆತ್ಮಸಾಕ್ಷಿ, ಮನಸ್ಸಾಕ್ಷಿ, ಅಂತಃಸಾಕ್ಷಿ",,,,,,,,,YES
,Consensus,ಒಟ್ಟಾಭಿಪ್ರಾಯ,,,,,,,,,YES
,Consent,"ಸಮ್ಮತಿ, ಒಪ್ಪಿಗೆ",,,,,,,,,YES
,Consequence,"ಪರಿಣಾಮ, ಫಲ",,,,,,,,,YES
,Consequent,"ತತ್ಫಲ, ತತ್ಪರಿಣಾಮ",,,,,,,,,YES
,Conservation,ಸಂರಕ್ಷಣೆ,,,,,,,,,YES
,Consideration zone,ಪರಿಶೀಲನಾ ವಲಯ,,,,,,,,,YES
,Consignee,"ಸರಕು, ಗ್ರಾಹಕ",,,,,,,,,YES
,Consignment,ರವಾನೆ ಸರಕು,,,,,,,,,YES
,Consignment note,ಸರಕು ರವಾನೆ ಟಿಪ್ಪಣಿ,,,,,,,,,YES
,Consistent,"ಸುಸಂಗತ, ಸಮಂಜಸ",,,,,,,,,YES
,Consolidated fund,ಸಂಚಿತ ನಿಧಿ,,,,,,,,,YES
,Consolidated pay,ಕ್ರೋಡೀಕೃತ ವೇತನ,,,,,,,,,YES
,Consolidated statement,"ಕ್ರೋಡೀಕೃತವಿವರಣ ಪಟ್ಟಿ, ಸಂಚಿತ ವಿವರಣ ಪಟ್ಟಿ",,,,,,,,,YES
,Consolidation,"ಕ್ರೋಡೀಕರಣ, ಸಂಚಯನ",,,,,,,,,YES
,Conspicuous,"ಸ್ಪಷ್ಟ, ಎದ್ದು ಕಾಣುವ",,,,,,,,,YES
,Conspiracy,"ಪಿತೂರಿ, ಒಳಸಂಚು",,,,,,,,,YES
,Constant,"ನಿರಂತರ, ಎಡೆಬಿಡದ, ಸ್ಥಿರ, ನಿಯತ",,,,,,,,,YES
,Constituency,ಚುನಾವಣಾ ಕ್ಷೇತ್ರ,,,,,,,,,YES
,Constituent,ಘಟಕ,,,,,,,,,YES
,Constitution,"ಸಂವಿಧಾನ, ಸಂಘಟನೆ, ರಚನೆ, ಶರೀರ ರಚನೆ",,,,,,,,,YES
,Constraint,"ನಿರ್ಬಂಧ, ಒತ್ತಾಯ",,,,,,,,,YES
,Construction,"ರಚನೆ, ನಿರ್ಮಾಣ",,,,,,,,,YES
,Consultant,ಸಮಾಲೋಚಕ,,,,,,,,,YES
,Consultation,ಸಮಾಲೋಚನೆ,,,,,,,,,YES
,Consultative committee,ಸಮಾಲೋಚನಾ ಸಮಿತಿ,,,,,,,,,YES
,Consumable item,"ಬಳಕೆಯ ವಸ್ತು, ಸಾಮಗ್ರಿ",,,,,,,,,YES
,Consume,ಬಳಕೆ,,,,,,,,,YES
,Consumer's goods,ಬಳಕೆಯ ಸಾಮಗ್ರಿಗಳು,,,,,,,,,YES
,Consumer forum/council,"ಗ್ರಾಹಕ ಸೇವಾ ಕೇಂದ್ರ, ಗ್ರಾಹಕರ ವೇದಿಕೆ",,,,,,,,,YES
,Consumer orientation,"ಗ್ರಾಹಕ ಅಭಿಶಿಕ್ಷಣ, ಗ್ರಾಹಕ ಪುನಶ್ಚೇತನ",,,,,,,,,YES
,Consumption,"ಸಮಾಪ್ತಿ, ಬಳಕೆ, ಕ್ಷಯರೋಗ",,,,,,,,,YES
,Contact,"ಸಂಪರ್ಕ, ಸಂಬಂಧ",,,,,,,,,YES
,Contact programme,ಸಂಪರ್ಕ ಕಾರ್ಯಕ್ರಮ,,,,,,,,,YES
,Contagious disease,"ಅಂಟು ರೋಗ, ಸಾಂಕ್ರಾಮಿಕರೋಗ",,,,,,,,,YES
,Contain,"ಧರಿಸು, ಒಳಗೊಂಡಿರು, ನಿಗ್ರಹಿಸು",,,,,,,,,YES
,Contemplate,"ಉದ್ದೇಶಿಸು, ಆಲೋಚಿಸು, ಧ್ಯಾನಿಸು, ಚಿಂತಿಸು, ನಿರೀಕ್ಷಿಸು",,,,,,,,,YES
,Contemporary,"ಸಮಕಾಲೀನ, ಸಮಕಾಲಿಕ",,,,,,,,,YES
,Contempt of court,"ನ್ಯಾಯಾಲಯ ನಿಂದನೆ, ನ್ಯಾಯಾಲಯ ಅಗೌರವ",,,,,,,,,YES
,Contention,"ವಾದ, ವಿವಾದ",,,,,,,,,YES
,Contents,"ಅಂತರ್ವಸ್ತು, ಒಳಗಿರುವ ವಸ್ತು, ಒಳಗಿರುವ ವಿಷಯ, ವಿಷಯಸೂಚಿ, ವಿಷಯಾನುಕ್ರಮಣಿಕೆ, ಪರಿವಿಡಿ",,,,,,,,,YES
,Contest,"ತಕರಾರು ಮಾಡು, ವಿರೋಧಿಸು, ಪ್ರತಿವಾದಿಸು, ಸ್ಪರ್ಧಿಸು, ಸ್ಪರ್ಧೆ",,,,,,,,,YES
,Context,ಸಂದರ್ಭ,,,,,,,,,YES
,Contingencies,"ಆಕಸ್ಮಿಕಗಳು, ಸಾದಿಲ್ವಾರುಗಳು, ಆಕಸ್ಮಿಕಘಟನೆಗಳು, ಪ್ರಸಂಗಗಳು",,,,,,,,,YES
,Contingency,"ಸಾದಿಲ್ವಾರು, ಆಕಸ್ಮಿಕ ಘಟನೆ, ಪ್ರಸಂಗ",,,,,,,,,YES
,Contingency allowance,"ಆಕಸ್ಮಿಕ ಭತ್ಯೆ, ಸಾದಿಲ್ವಾರು ಭತ್ಯೆ",,,,,,,,,YES
,Contingency fund,"ಆಕಸ್ಮಿಕ ನಿಧಿ, ಸಾದಿಲ್ವಾರು ನಿಧಿ",,,,,,,,,YES
,Contingency grant,"ಸಾದಿಲ್ವಾರು ಕೊಡುಗೆ, ಆಕಸ್ಮಿಕ ಅನುದಾನ",,,,,,,,,YES
,Contingency plan,ಆಕಸ್ಮಿಕ ಯೋಜನೆ,,,,,,,,,YES
,Contingent charges,ಸಾದಿಲ್ವಾರು ಶುಲ್ಕಗಳು,,,,,,,,,YES
,Continuous appointment,ನಿರಂತರ ಉದ್ಯೋಗಗಳು/ನೇಮಕಾತಿಗಳು,,,,,,,,,YES
,Continuous development,ನಿರಂತರ ವಿಕಾಸ / ಅಭಿವೃದ್ಧಿ,,,,,,,,,YES
,Continuous process,ನಿರಂತರ ಪ್ರಕ್ರಿಯೆ,,,,,,,,,YES
,Continuous service,ನಿರಂತರ ಸೇವೆ,,,,,,,,,YES
,Contraband,"ನಿಷಿದ್ಧ, ನಿಷಿದ್ಧಸರಕು, ಕಳ್ಳಸಾಗಣೆ ಸರಕು",,,,,,,,,YES
,Contract,"ಕರಾರು, ಒಪ್ಪಂದ, ಗುತ್ತಿಗೆ, ಸಂಕುಚಿತವಾಗು",,,,,,,,,YES
,Contract deed,"ಒಪ್ಪಂದದ ಡೀಡ್, ಗುತ್ತಿಗೆ ದಸ್ತಾವೇಜು",,,,,,,,,YES
,Contract of employment,ಉದ್ಯೋಗ ಒಪ್ಪಂದ,,,,,,,,,YES
,Contract period,ಕರಾರಿನ ಅವಧಿ,,,,,,,,,YES
,Contractual document,ಕರಾರಿನ ದಾಖಲೆ,,,,,,,,,YES
,Contractual liability,ಕರಾರು ಬದ್ಧ / ಹೊಣೆ,,,,,,,,,YES
,Contractual service,ಕರಾರು ಬದ್ಧ ಸೇವೆ,,,,,,,,,YES
,Contradiction,"ವಿರೋಧ, ಪ್ರತಿರೋಧ",,,,,,,,,YES
,Contradictory statement,"ಪ್ರತಿ ಹೇಳಿಕೆ, ವಿರೋಧಾತ್ಮಕ ಹೇಳಿಕೆ",,,,,,,,,YES
,Contrary,"ವಿರುದ್ಧ, ಪ್ರತಿಕೂಲ",,,,,,,,,YES
,Contravention,ಉಲ್ಲಂಘನೆ,,,,,,,,,YES
,Contribution,"ಕೊಡುಗೆ, ಅಂಶದಾನ, ವಂತಿಗೆ",,,,,,,,,YES
,Contributory pension scheme,"ಅವಂತಿಗೆ ನಿವೃತ್ತಿವೇತನ ಕಾರ್ಯಯೋಜನೆ, ಪಿಂಚಣಿಗಾಗಿ ವಂತಿಗೆಯೋಜನೆ",,,,,,,,,YES
,Contributory provident fund,"ಅವಂತಿಗೆ ಭವಿಷ್ಯ ನಿಧಿ, ಅಂಶದಾಯಿ ಭವಿಷ್ಯನಿಧಿ",,,,,,,,,YES
,Control,"ನಿಯಂತ್ರಣ, ಹತೋಟಿ, ಹಿಡಿತ",,,,,,,,,YES
,Controlling officer,ನಿಯಂತ್ರಣ ಅಧಿಕಾರಿ,,,,,,,,,YES
,Controversial,ವಿವಾದಾಸ್ಪದ,,,,,,,,,YES
,Controversial matter,ವಿವಾದಾಸ್ಪದ ವಿಷಯ,,,,,,,,,YES
,Controversy,ವಿವಾದ,,,,,,,,,YES
,Convenience,"ಅನುಕೂಲ, ಸೌಕರ್ಯ",,,,,,,,,YES
,Convention,"ಸಮ್ಮೇಳನ, ವಿಧ್ಯುಕ್ತ ಸಭೆ, ರೂಢಿ, ಸಂಪ್ರದಾಯ, ಆಚಾರ",,,,,,,,,YES
,Conventional,"ಪರಂಪರಾಗತ, ಸಾಂಪ್ರದಾಯಿಕ",,,,,,,,,YES
,Conversant,"ಪರಿಚಯವುಳ್ಳ, ತಿಳಿದ",,,,,,,,,YES
,Convert,ಪರಿವರ್ತನೆ,,,,,,,,,YES
,Converted leave,ಪರಿವರ್ತಿತ ರಜೆ,,,,,,,,,YES
,Conveyance,"ವಾಹನ, ಹಸ್ತಾಂತರಣ",,,,,,,,,YES
,Conveyance allowance,ವಾಹನ ಭತ್ಯೆ,,,,,,,,,YES
,Conveyance deed,"ವಾಹನ ಡೀಡ್, ಸಾಗಣೆ ಪತ್ರ, ಹಸ್ತಾಂತರಣ ಪತ್ರ",,,,,,,,,YES
,Conveyance expenses,ವಾಹನ ಖರ್ಚುಗಳು,,,,,,,,,YES
,Convict,"ಸಿದ್ಧ ದೋಷಿ, ಅಪರಾಧಿ, ತಪ್ಪಿತಸ್ಥನೆಂಮ ನಿರ್ಣಯಿಸು",,,,,,,,,YES
,Conviction,"ದೋಷ ಸಿದ್ಧಿ, ಅಪರಾಧ ನಿರ್ಣಯ, ಮನದಟ್ಟಾದ ಅಭಿಪ್ರಾಯ",,,,,,,,,YES
,Convocation,"ಘಟಿಕೋತ್ಸವ, ಪದವೀದಾನ ಸಮಾರಂಭ",,,,,,,,,YES
,Cooling off period,ಉಪಶಮನದ ಅವಧಿ,,,,,,,,,YES
,Cooperation,ಸಹಕಾರ,,,,,,,,,YES
,Cooperative,"ಸಹಕರಿಸುವ, ಸಹಕಾರೀ",,,,,,,,,YES
,Cooperative society,ಸಹಕಾರಿ ಸಂಘ,,,,,,,,,YES
,Co-opt,ಸಹಸದಸ್ಯನನ್ನಾಗಿ ಸೇರಿಸಿಕೊ,,,,,,,,,YES
,Co-opted member,ಸಹಯೋಜಿತ ಸದಸ್ಯ,,,,,,,,,YES
,Co-ordination,"ಸಮನ್ವಯ, ಹೊಂದಾಣಿಕೆ",,,,,,,,,YES
,Co-owner,"ಸಹಸ್ವಾಮಿ, ಸಹ ಮಾಲೀಕ, ಸಹ ಒಡೆಯ",,,,,,,,,YES
,Co-partner,ಸಹ ಪಾಲುದಾರ,,,,,,,,,YES
,Copy,"ನಕಲು, ಪ್ರತಿ",,,,,,,,,YES
,Copying,ನಕಲು ಮಾಡು,,,,,,,,,YES
,Copyright,"ಗ್ರಂಥ ಸ್ವಾಮ್ಯ, ಗ್ರಂಥ ಹಕ್ಕುಗಳು",,,,,,,,,YES
,Cordial,ಸೌಹಾರ್ದಯುತ,,,,,,,,,YES
,Coroner,ದುರ್ಮರಣ ವಿಚಾರಣಾಧಿಕಾರಿ,,,,,,,,,YES
,Corporate body,ನಿಗಮಿತ ನಿಕಾಯ,,,,,,,,,YES
,Corporate planning,ನಿಗಮ ಯೋಜನೆ,,,,,,,,,YES
,Corporation,"ನಿಗಮ, ಕಾರ್ಪೋರೇಷನ್",,,,,,,,,YES
,Corporation tax,"ನಿಗಮ ಕರ, ಕಾರ್ಪೋರೇಷನ್ ಕರ",,,,,,,,,YES
,Correction,"ಸುಧಾರಣೆ, ಸರಿಪಡಿಸುವಿಕೆ",,,,,,,,,YES
,Corrective measures (=correctives),ಸುಧಾರಣಾ ಕ್ರಮಗಳು,,,,,,,,,YES
,Correspondence,"ಪತ್ರ ವ್ಯವಹಾರ, ಅನುರೂಪತೆ",,,,,,,,,YES
,Correspondence course,ಅಂಚೆ ಶಿಕ್ಷಣ,,,,,,,,,YES
,Correspondence portion,ಪತ್ರ ವ್ವವಹಾರ ದರಿ ಭಾಗ,,,,,,,,,YES
,Correspondent,"ಸುದ್ದಿಗಾರ, ಪತ್ರ ವ್ಯವಹಾರಿ, ಬಾತ್ಮೀದಾರ",,,,,,,,,YES
,Corresponding,"ಅನುರೂಪವಾದ, ಸಂವಾದಿಯಾದ",,,,,,,,,YES
,Corrigendum,ತಿದ್ದೋಲೆ,,,,,,,,,YES
,Corroborate,"ಪುಷ್ಟೀಕರಿಸು, ಸಮರ್ಥಿಸು, ಬೆಂಬಲಿಸು",,,,,,,,,YES
,Corroboration,"ಬೆಂಬಲ, ಸಮರ್ಥನೆ",,,,,,,,,YES
,Corrupt,"ಲಂಚಕೋರ, ಮಲಿನ, ಭ್ರಷ್ಟ",,,,,,,,,YES
,Corruption,ಭ್ರಷ್ಟಾಚಾರ,,,,,,,,,YES
,Corrupt practice,ಭ್ರಷ್ಟಾಚಾರ,,,,,,,,,YES
,Cosmopolitan city,"ವಿಶಾಲ ದೃಷ್ಟಿಯ ನಗರ, ಸಂಕೀರ್ಣ ಸಮಾಜದ ನಗರ",,,,,,,,,YES
,Cost,"ಬೆಲೆ, ಕ್ರಯ",,,,,,,,,YES
,Cost accountant,ಬೆಲೆ ನಿಗದಿ ಲೆಕ್ಕಿಗ,,,,,,,,,YES
,Cost analysis,ಕ್ರಯ ವಿಶ್ಲೇಷಣೆ,,,,,,,,,YES
,Cost ceiling,ಬೆಲೆ ಪರಿಮಿತಿ,,,,,,,,,YES
,Cost effectiveness,ಬೆಲೆ ಪರಿಣಾಮ,,,,,,,,,YES
,Cost of living,ಜೀವನ ವೆಚ್ಚ,,,,,,,,,YES
