ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,DD/ D Data Dictionary/ Directory,"ದತ್ತಶಬ್ದಕೋಶ, ದತ್ತ ಶಬ್ದ ನಿರ್ದೇಶಿಕ",,,,,,,,,
,DDE (Direct Data Entry),ನೇರ ದತ್ತ ದಾಖಲಿಕೆ,,,,,,,,,
,DDE- Dynamic Data Exchange,ಚಲನಾತ್ಮಕದತ್ತ ವಿನಿಮಯ,,,,,,,,,
,DDL (Data Description Language),ದತ್ತಲಕ್ಷಣ ನುಡಿ (ಭಾಷೆ),,,,,,,,,
,DDS (Digital Data Storage),ಅಂಕೀಯ ದತ್ತಸಂಗ್ರಾಹಕ,,,,,,,,,
,Dead,"ನಿರ್ಜೀವ, ಸತ್ತ",,,,,,,,,
,Debit,"ಖರ್ಚು, ವ್ಯಯ, ಋಣ, ದೇಣಿ",,,,,,,,,
,Debug,ದೋಷನಿದಾನ,,,,,,,,,
,Debugger,ದೋಷನಿದಾನ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Decahedron,"ದಶಮುಖಿ, ದಶಘನಾಕೃತಿ",,,,,,,,,
,Decahedry,ದಶಮುಖೀಯ,,,,,,,,,
,Decant,ಬಸಿ,,,,,,,,,
,Decay,"ನಶಿಸು, ಅವನತಿಹೊಂದು, ಕ್ಷಯ",,,,,,,,,
,Decimal,ದಶಮಾಂಶ,,,,,,,,,
,Decimal fraction,"ದಶಮಾಂಶ ಭಿನ್ನಾಂಕ, ಭಿನ್ನರಾಶಿ",,,,,,,,,
,Decimal system,ದಶಮಾಂಶ ಪದ್ಧತಿ,,,,,,,,,
,Decimal Tab,ದಶಮಾನ ನಿಯೋಜಕ,,,,,,,,,
,Decision variable,ನಿರ್ಧರಿತ ಚರಾಕ್ಷರ,,,,,,,,,
,Deck,ಕಟ್ಟು,,,,,,,,,
,Declaration,ಘೋಷಣೆ,,,,,,,,,
,Declination,"ಭೌಗೋಳಿಕ ಅಕ್ಷಾಂಶ, ದಿಕ್ಪಾತ",,,,,,,,,
,Decode,"ಸಂಕೇತ ಗ್ರಹಣ, ವಿಸಂಕೇತ",,,,,,,,,
,Decogon,ದಶಭುಜಾಕೃತಿ,,,,,,,,,
,Decolouration,"ಮಾಸುವುದು, ಬಣ್ಣಕಳೆವಿಕೆ",,,,,,,,,
,Decompose,"ವಿಘಟಿಸು, ಕೊಳೆತುಹೋಗು",,,,,,,,,
,Decomposition,"ವಿಭಜನೆ, ಪ್ರತ್ಯೇಕಿಸು",,,,,,,,,
,Decomposition,"ವಿಭಜನೆ, ವಿಘಟನೆ",,,,,,,,,
,Decomposition,ಸಂವಿಭಜನೆ,,,,,,,,,
,Decompression,ಹಿಗ್ಗಿಸುವಿಕೆ,,,,,,,,,
,Decreasing function,ಕ್ಷೀಣಿಸುವ ಉತ್ಪನ್ನ,,,,,,,,,
,Decrement,ಇಳಿಕೆ,,,,,,,,,
,Decrypting,ಗೂಢಲಿಪಿಗ್ರಹಣ,,,,,,,,,
,Dedicated file server,ಕಡತ ಪೂರೃಕೆಗೆ ಮೀಸಲಾಗಿಟ್ಟಿರುವ ಗಣಕ,,,,,,,,,
,Dedifferentiation,"ಭೇದಕರಣ, ಮರು ಭಿನ್ನೀಕರಣ",,,,,,,,,
,Deduction,ನಿಗಮನ,,,,,,,,,
,Deduction,"ವ್ಯವಕಲನ, ಕಳೆಯುವುದು, ಕಡಿಮೆಮಾಡುವುದು, ನಿಗಮನ",,,,,,,,,
,Deductive reasoning,ನಿಗಮನಾತ್ಮಕ ತರ್ಕ,,,,,,,,,
,Deemulsification,ಜಿಡ್ಡಿನ ಪದಾರ್ಥಗಳು ಮಿಶ್ರವಾಗದಂತೆ ಮಾಡುವಿಕೆ,,,,,,,,,
,Deep link,ಗಹನ ಸಂಪರ್ಕಕೊಂಡಿ,,,,,,,,,
,Default,ಪೂರ್ವನಿಯೋಜಿತ,,,,,,,,,
,Defecation,ಮಲವಿಸರ್ಜನೆ,,,,,,,,,
,Defect,"ನೂನ್ಯತೆ, ಕುಂದು, ದೋಷ",,,,,,,,,
,Deficiency disease,ಕೊರತೆರೋಗ,,,,,,,,,
,Deficit,ಕೊರತೆ,,,,,,,,,
,Defined terms,ವ್ಯಾಖ್ಯಿತ ಪದಗಳು,,,,,,,,,
,Definite,ನಿರ್ದಿಷ್ಟ,,,,,,,,,
,Definite integral,"ನಿರ್ದಿಷ್ಟ ಅನುಕಲ, ಸಮಾಸ",,,,,,,,,
,Definite proportion,"ನಿರ್ದಿಷ್ಟ ಅನುಪಾತ, ಖಚಿತ ಅನುಪಾತ",,,,,,,,,
,Definition,ವ್ಯಾಖ್ಯೆ,,,,,,,,,
,Definition,ಚಿತ್ರ ಸ್ಫುಟತೆ,,,,,,,,,
,Deflect,"ವಿಚಲಿಸು, ವಾಲಿಸು, ಬಾಗಿಸು",,,,,,,,,
,Deflection,ವಿಚಲನೆ,,,,,,,,,
,Deforestation,ಅರಣ್ಯನಾಶ,,,,,,,,,
,Deformable body,ವಿಕೃತಶೀಲ ಕಾಯ,,,,,,,,,
,Defragmentation,ಒಟ್ಟುಗೂಡಿಸುವ ಕ್ರಿಯೆ,,,,,,,,,
,Degenerate,"ಶೀಥಲೀಕರಿಸಿದ, ಅಪಭ್ರಷ್ಟ, ಸಂಕೀರ್ಣತೆಯನ್ನು ಕಳೆದುಕೊಳ್ಳುವ",,,,,,,,,
,Degradable,ವಿಘಟನಶೀಲ,,,,,,,,,
,Degradable,"ವಿಘಟನೆಯಾಗುವ, ಶಿಥಿಲೀಕರಣವಾಗುವ",,,,,,,,,
,Degradable substance,"ವಸ್ತು ಶಿಥಿಲ, ನಾಶವಾಗಲ್ಲ",,,,,,,,,
,Degradation,"ಶಿಥಿಲೀಕರಣ, ವಿಘಟನೆ",,,,,,,,,
,Degradation,ಅಧೋಗತಿ,,,,,,,,,
,Degradation in quality,ಗುಣಮಟ್ಟ ಕುಸಿತ,,,,,,,,,
,Degree,"ಪ್ರಮಾಣ, ಘಾತಾಂಕ, ಮಟ್ಟ",,,,,,,,,
,Degree of a polynomial,ಬಹುಪದಿಯ ಪ್ರಮಾಣ,,,,,,,,,
,Degree of freedom,ಸ್ವತಂತ್ರತೆಯ ಅಂಶಗಳು,,,,,,,,,
,Dehedral angles,ಕೋನಗಳು ದ್ವಿಮುಖ,,,,,,,,,
,Dehydrate,ನಿರ್ಜಲೀಕರಿಸು,,,,,,,,,
,Dehydrating agent,ನಿರ್ಜಲಿಕ,,,,,,,,,
,Dehydrogenation,ಹೈಡ್ರೊಜನ್ ತೆಗೆಯುವಿಕೆ,,,,,,,,,
,Delete,ಅಳಿಸು,,,,,,,,,
,Delete key (DEL),ಅಳಿಸುವ ಕೀಲಿ,,,,,,,,,
,Deletion,ಅಳಿಸುವಿಕೆ,,,,,,,,,
,Delimiter,ಮಿತಿಸೂಚಕ,,,,,,,,,
,Deliquescent,ಆರ್ದ್ರೀಕಾರಕ,,,,,,,,,
,Delocalised electrons,ಅಸ್ಥಾನಿಕ ಎಲೆಕ್ಟ್ರಾನ್‌ಗಳು,,,,,,,,,
,Delphi,ಡೆಲ್ಫಿ,,,,,,,,,
,Delta connection,"ತ್ರಿಕೋನಮಿತ ಕೂಡಿಕೆ, ಡೆಲ್ಟಾಕೂಡಿಕೆ, ಡೆಲ್ಟಾ ಜೋಡಣೆ",,,,,,,,,
,Demagnetisation,ವಿಕಾಂತೀಕರಣ,,,,,,,,,
,Dementia,ಮನೋವೈಕಲ್ಯ,,,,,,,,,
,Demo,ಪರಿಚಯಾತ್ಮಕ ಆವೃತ್ತಿ,,,,,,,,,
,Demodulation,"ಪ್ರತ್ಯಳವಡಿಕೆ, ಅವಮಾಡ್ಯುಲನ",,,,,,,,,
,Demography,ಜನಸಂಖ್ಯಾಮಾಪನ,,,,,,,,,
,Denaturation,"ವಸ್ತು ಸ್ವಭಾವವನ್ನು ಬದಲಿಸು, ವರ್ತನೆ ಬದಲಿಸು",,,,,,,,,
,Denature,ವಿಕೃತಿಗೊಳಿಸು,,,,,,,,,
,Dendrochronolgy,"ವೃಕ್ಷಕಾಲಗಣನ, ವೃಕ್ಷಕಾಲಮಾಪನ",,,,,,,,,
,Dendrology,ವೃಕ್ಷವಿಜ್ಞಾನ,,,,,,,,,
,Deniel,ನಿರಾಕರಣೆ,,,,,,,,,
,Denominator,ಛೇದ,,,,,,,,,
,Denominator common least,ಛೇದ ಲಘುತಮ,,,,,,,,,
,Denominator lowest,ಛೇದ ಕನಿಷ್ಠ,,,,,,,,,
,Density,ಸಾಂದ್ರತೆ,,,,,,,,,
,Density property,ಸಾಂದ್ರತಾ ಗುಣ,,,,,,,,,
,Density variation,"ಸಾಂದ್ರತೆ ಬದಲಾವಣೆ, ವಿಚರಣೆ",,,,,,,,,
,Dent,"ತಗ್ಗು, ಕಚ್ಚು",,,,,,,,,
,Denticity,"ದಂತತೆ, ಲೋಹದ ಪರಮಾಣುವಿನ ಜೊತೆ ಸಹಯೋಗ, ಸಂಕೀರ್ಣ ರೂಪಿಸುವ ದಾನಿ ಅಯಾನ್ ಅಥವಾ ಅಣುಗಳ ಸಂಖ್ಯೆ",,,,,,,,,
,Dentition,ದಂತವಿನ್ಯಾಸ,,,,,,,,,
,Deodourisation,ದುರ್ಗಂಧ ನಿವಾರಣೆ,,,,,,,,,
,Depletion region,ಹೊರಗೆಡಹುವ / ಕೊರೆಯಾದ ಸವಕಳಿಪ್ರದೇಶ,,,,,,,,,
,Depolarization,ವಿಧ್ರುವೀಕರಣ,,,,,,,,,
,Depressant,ಖಿನ್ನಕಾರಿ,,,,,,,,,
,Depth,ದಟ್ಟತೆ,,,,,,,,,
,Derivable,"ನಿಷ್ಪನ್ನಯೋಗ್ಯ, ಅವಕಲ್ಯ",,,,,,,,,
,Derivation,"ಉತ್ಪತ್ತಿ, ನಿಷ್ಪತ್ತಿ",,,,,,,,,
,Derivative,"ಜನ್ಯ, ಉತ್ಪನ್ನ, ನಿಷ್ಪನ",,,,,,,,,
,Derive,ನಿಷ್ಪತ್ತಿಸು,,,,,,,,,
,Derived units,"ನಿಷ್ಪತ್ತಿಸಿದ ಏಕಮಾನ, ಉತ್ಪನ್ನಮಾನ",,,,,,,,,
,Desalination,"ನಿರ್ಲವಣೀಕರಣ, ಲವಣವಿಮುಕ್ತತೆ",,,,,,,,,
,Descending,"ಅವರೋಹಣ, ಇಳಿಕೆ",,,,,,,,,
,Descending order,ಅವರೋಹಣ ಕ್ರಮ,,,,,,,,,
,Descent,ಅವರೋಹ,,,,,,,,,
,Desertification,"ಮರುಭೂಮೀಕರಣ, ಮರಳುಗಾಡು ನಿರ್ಮಾಣ",,,,,,,,,
,Desicant,ಶುಷ್ಕಕಾರಣ,,,,,,,,,
,Desiccant,ಶುಷ್ಕಕಾರಕ,,,,,,,,,
,Desiccater,ಶುಷ್ಕಕಾರಿ,,,,,,,,,
,Desiccation,"ಶುಷ್ಕನ, ನಿರ್ಜಲೀಕರಣ",,,,,,,,,
,Design,ಅಲೈಖ್ಯ,,,,,,,,,
,Desirable,ಅಪೇಕ್ಷಿತ,,,,,,,,,
,Desktop,ಗಣಕ ಪ್ರದರ್ಶಕ ತೆರೆ/ ಮೇಲ್ತೆರೆ,,,,,,,,,
,Desktop computer,ಮೇಜು ಮೇಲಿನ ಗಣಕ,,,,,,,,,
,Desktop pattern,ಗಣಕವಿನ್ಯಾಸ,,,,,,,,,
,Desktop publishing (DTP),ಗಣಕ ಪ್ರಕಾಶನ,,,,,,,,,
,Desorption,"ವಿಶೋಷಣ, ಬೇರ್ಪಡಿಸುವಿಕೆ",,,,,,,,,
,Destructive interference,ವಿನಾಶಕ ವ್ಯತಿಕರಣ,,,,,,,,,
,Detector,"ಲಂಭಕ, ಪತ್ತೇಕಾರಕ",,,,,,,,,
,Detergent,ಮಾರ್ಜಕ,,,,,,,,,
,Determinants,ನಿರ್ಧಾರಕಗಳು,,,,,,,,,
,Determine,ಕಂಡುಹಿಡಿ,,,,,,,,,
,Detritus,ಶೀರ್ಣಿತ ವಸ್ತು,,,,,,,,,
,Devaluation,ಅಪಮೌಲ್ಯ,,,,,,,,,
,Development,"ಅಭಿವೃದ್ಧಿ, ಅಭಿವರ್ಧನೆ, ಬೆಳವಣೆಗೆ",,,,,,,,,
,Deviation,"ವಿಪಥನ, ವಿಚಲನ, ಮಾರ್ಗ ಬದಲಾವಣೆ",,,,,,,,,
,Deviation,ವಿಚಲನೆ,,,,,,,,,
,Device,ಸಾಧನ,,,,,,,,,
,Device dependent,ಸಾಧನ ಆಧಾರಿತ,,,,,,,,,
,Dextrorotatory,"ಬಲಕ್ಕೆ ತಿರುಗುವ ಬಲಮುರಿ, ಬಲಭ್ರಾಮಕ",,,,,,,,,
,Diabetes,"ಡಯಾಬಿಟಿಸ್, ಸಕ್ಕರೆ ಖಾಯಿಲೆ, ಮಧುಮೇಹ",,,,,,,,,
,Diagnosis,"ರೋಗ ನಿದಾನ, ನಿದಾನ",,,,,,,,,
,Diagnostic program,ದೋಷನಿದಾನ ಕಾರ್ಯಕ್ರಮ/ದೋಷಶೋಧಕ,,,,,,,,,
,Diagonal,"ಕರ್ಣ, ವಿಕರ್ಣ",,,,,,,,,
,Diagonal matrix,ಕರ್ಣ ಮಾತೃಕೆ,,,,,,,,,
,Diagram,ರೇಖಾಚಿತ್ರ,,,,,,,,,
,Dial up access,ದೂರವಾಣಿ ಮೂಲಕ ದೊರಕುವ ಅಂತರ್ಜಾಲ ಸೌಲಭ್ಯ,,,,,,,,,
,Dialogue box,ಸಂವಾದಚೌಕ,,,,,,,,,
,Dialysis,"ಡಯಾಲಿಸಿಸ್, ರಕ್ತಶೋಧನೆ/ ಅಪೋಹನ",,,,,,,,,
,Dialysis,"ಆಪೋಹನ, ವಿದಲನ, ರಕ್ತ ಶುದ್ಧೀಕರಣ",,,,,,,,,
,Diamagnetic,ಡಯಾಕಾಂತೀಯ,,,,,,,,,
,Diameter,ವ್ಯಾಸ,,,,,,,,,
,Diamond,ವಜ್ರ,,,,,,,,,
,Diapause,ಕುಂಠಿತ ವಿಕಾಸ,,,,,,,,,
,Diaphragm,"ಕಂಪನಫಲಕ, ಅದುರುಪೊರೆ, ವಪೆ",,,,,,,,,
,Diasteriomer,ಡಯಾಸ್ಟೆರಿಯೋಮರ್,,,,,,,,,
,Diatomic,ದ್ವಿಪರಮಾಣತ್ವಕ,,,,,,,,,
,Dice,ದಾಳ,,,,,,,,,
,Dichotomic,ದ್ವಿಪಕ್ಷೀಯ,,,,,,,,,
,Dichotomy,ದ್ವಿಪಕ್ಷೀಯತೆ,,,,,,,,,
,Dichromatic,ದ್ವಿವರ್ಣಕ,,,,,,,,,
,Dichromism,ದ್ವಿವರ್ಣತ್ವ,,,,,,,,,
,Dicot,ದ್ವಿದಳ,,,,,,,,,
,Dicotyledon,ದ್ವಿದಳ,,,,,,,,,
,Dictionary,ನಿಘಂಟು/ದತ್ತಕೋಶ,,,,,,,,,
,Dielectric constant,ದ್ವಿವೈದ್ಯುತ ಸ್ಥಿರಾಂಕ,,,,,,,,,
,Difference,ವ್ಯತ್ಯಾಸ,,,,,,,,,
,Differentiability,ಅವಕಲ್ಯತೆ,,,,,,,,,
,Differentiable,ಅವಕಲ್ಯ,,,,,,,,,
,Differential,"ಅವಕಲಿತ, ವಿಭೇದಕ",,,,,,,,,
,Differential calculus,ಅವಕಲನಶಾಸ್ತ್ರ,,,,,,,,,
,Differential coefficient,"ನಿಷ್ಪನ್ನಕಲನಾಂಕ, ಅವಕಲನದ ಗುಣಾಂಕ",,,,,,,,,
,Differential equation,ಅವಕಲಿತ ಸಮೀಕರಣ,,,,,,,,,
,Differentiate,"ನಿಷ್ಪನ್ನಿಸು, ಅವಕಲಿಸು,",,,,,,,,,
,Differentiation,"ವಿಭೇದನ, ಭೇದಗಾಣಿಕೆ, ಬೆಳವಣಿಗೆಯ ಹಂತದಲ್ಲಿ ಬದಲಾವಣೆ, ಭೇದಕರಣ",,,,,,,,,
,Differentiation,ಅವಕಲನಶಾಸ್ತ್ರ,,,,,,,,,
,Differentiation from first principle,ಮೂಲತತ್ವದಿಂದ ನಿಷ್ಪನ್ನ,,,,,,,,,
,Differention of parametric functions,ಪ್ರಮಿತೀಯ ಉತ್ಪನ್ನಗಳ ನಿಷ್ಪನ್ನ,,,,,,,,,
,Diffraction,"ವಿವರ್ತನೆ, ನಮನ",,,,,,,,,
,Diffused reflection,ಚದರಿದ ಪ್ರತಿಫಲನ,,,,,,,,,
,Diffusion,"ಚದರುವಿಕೆ, ವಿಸರಣೆ",,,,,,,,,
,Diffusion,"ವಿಸರಣ, ಸೂಸಿಹೋಗು",,,,,,,,,
,Digestion,"ಪಚನ, ಪಚನಕ್ರಿಯೆ",,,,,,,,,
,Digestive juices,"ಜೀರ್ಣರಸಗಳು, ಪಾಚಕರಸಗಳು",,,,,,,,,
,Digit,"ಅಂಕಿ, ಅಂಕೆ",,,,,,,,,
,Digital,ಅಂಕೀಯ,,,,,,,,,
,Digital signature,ಅಂಕಿ ರುಜು/ ಸಹಿ,,,,,,,,,
,Digital video,ಅಂಕೀಯ ವಿಡಿಯೋ,,,,,,,,,
,Digital video tape,ಅಂಕೀಯ ದೃಶ್ಯ ಸುರುಳಿ,,,,,,,,,
,Digitize,ಅಂಕೀಕೃತಗೊಳಿಸು,,,,,,,,,
,Dihedral angle,ದ್ವಿಮುಖಕೋನ,,,,,,,,,
,Dilute,"ಸಾರರಿಕ್ತಗೊಳಿಸು, ತಿಳಿಯಾಗಿಸು",,,,,,,,,
,Dilute,ಸಾರರಿಕ್ತ,,,,,,,,,
,Dilution,ಸಾರರಿಕ್ತತೆ,,,,,,,,,
,Dimension,ಆಯಾಮ,,,,,,,,,
,Dimension,"ಪರಿಮಾಣ, ಅಳತೆ",,,,,,,,,
,Dimmed,ಕಾಂತಿಹೀನ,,,,,,,,,
,Dimorphism,ದ್ವಿರೂಪತ್ವ,,,,,,,,,
,Diode,"ಡಯೋಡ್, ದ್ವಯಾಗ್ರ",,,,,,,,,
,Dioecious,ಭಿನ್ನಲಿಂಗ,,,,,,,,,
,Dip,ಕಾಂತಸೂಜಿಯ ನಮನ,,,,,,,,,
,Dip,"ಅವಪಾತ, ನಮನ",,,,,,,,,
,Diphtheria,"ಡಿಫ್ತೀರಿಯಾ, ಗಂಟಲಮಾರಿ, ಲಾಳಸಂಕೋಲೆ",,,,,,,,,
,Diploid,ದ್ವಿಗುಣಿತ,,,,,,,,,
,Diplontic,ಭಿನ್ನಲಿಂಗಿ,,,,,,,,,
,Dipole moment,"ದ್ವಿಧ್ರುವ ಸಂವೇಗ, ಆವೇಗ",,,,,,,,,
,Dipole moment,ದ್ವಿಧ್ರುವ ಭ್ರಮಣಾಂಕ,,,,,,,,,
,Direct,ನೇರ,,,,,,,,,
,Direct common tangent,ನೇರ ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ,,,,,,,,,
,Direct common tangent product,ನೇರ ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ ಗುಣಲಬ್ಧ,,,,,,,,,
,Direct common tangent sum,ನೇರ ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ ಮೊತ್ತ,,,,,,,,,
,Direct proof,ಪ್ರತ್ಯಕ್ಷ ಪುರಾವೆ,,,,,,,,,
,Direct proportion,ನೇರಾನುಪಾತ,,,,,,,,,
,Direction,ನೇರ ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ ದಿಶೆ,,,,,,,,,
,Direction key,ದಿಕ್ಸೂಚಿಕೀಲಿ,,,,,,,,,
,Direction of motion,ಚಲನೆಯ ದಿಕ್ಕು,,,,,,,,,
,Directly proportional,ನೇರಾನುಪಾತ,,,,,,,,,
,Directly proportional,ನೇರ ಅನುಪಾತೀಯ,,,,,,,,,
,Directory,ನಿರ್ದೇಶಿಕೆ,,,,,,,,,
,Directrix,ದಿಶಾಕ್ಷ,,,,,,,,,
,Disaccharide,ದ್ವಿಶರ್ಕರ,,,,,,,,,
,Disc cache,ಮುದ್ರಿಕೆಯ ಶೀಘ್ರಸ್ಮೃತಿ,,,,,,,,,
,Disc capacity,ಮುದ್ರಿಕೆ ಸಂಗ್ರಹ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,Discharge,ವಿಸರ್ಜನಾ,,,,,,,,,
,Discharge tube,ವಿಸರ್ಜನಾ ನಳಿಗೆ,,,,,,,,,
,Discoloration,"ನಿರ್ವರ್ಣತೆ, ಬಣ್ಣಬಿಡುವಿಕೆ",,,,,,,,,
,Disconnect,"ವಿಯೋಜಿಸು, ವಿಬಂಧಿಸು",,,,,,,,,
,Discontinuous,ಅವಿಚ್ಛಿನ್ನ,,,,,,,,,
,Discordant,"ಅಸಂಗತ, ಹೊಂದಿಕೆಯಾಗದ",,,,,,,,,
,Discordant,"ವಿಸಂಗತ, ಅಸಂಗತ",,,,,,,,,
,Discount,"ರಿಯಾಯಿತಿ, ಸೋಡಿ",,,,,,,,,
,Discovery,"ಆವಿಷ್ಕಾರ, ಕಂಡುಹಿಡಿಯುವುದು",,,,,,,,,
,Discrete,ಪ್ರತ್ಯೇಕ,,,,,,,,,
,Discrete,"ವಿವಿಕ್ತ, ಪ್ರತ್ಯೇಕವಾದ",,,,,,,,,
,Discrete frequency,ವಿವಿಕ್ತ ಆವೃತ್ತಿ,,,,,,,,,
,Discrete orbit,ಪ್ರತ್ಯೇಕ/ವಿವಕ್ತ ಕಕ್ಷೆ,,,,,,,,,
,Discrete speech recognition,ಪ್ರತ್ಯೇಕಧ್ವನಿ ಗುರುತಿಸುವ ಕ್ರಮ,,,,,,,,,
,Discriminant,"ತಾರತಮ್ಯ ತಿಳಿಯುವ, ಶೋಧಕ",,,,,,,,,
,Disinfectant,ಸೋಂಕುನಾಶಕ,,,,,,,,,
,Disinfectant,ಸೋಂಕುನಿವಾರಕ,,,,,,,,,
,Disintegrate,"ಕ್ಷಯಿಸು, ವಿಘಟಿಸು",,,,,,,,,
,Disintegration,ವಿಘಟನೆ,,,,,,,,,
,Disjoint,"ಹೊಂದಾಣಿಕೆಯಿಲ್ಲದ, ಸಂಬಂಧವಿಲ್ಲದ",,,,,,,,,
,Disjoint Set,"ಬೇರ್ಪಟ್ಟ ಗಣ, ಹೊಂದಾಣಿಕೆಯಿಲ್ಲದ ಗಣ",,,,,,,,,
,Disjunction,ಪರ್ಯಾಯ,,,,,,,,,
,Disk drive,ಮುದ್ರಿಕೆಚಾಲಕ,,,,,,,,,
,Dispered phase,"ಪ್ರಕ್ಷೇಪಣಸ್ಥಿತಿ, ಚದುರಿದ ಸ್ಥಿತಿ",,,,,,,,,
,Disperse,ಚದುರಿಸು,,,,,,,,,
,Dispersed medium,"ಪ್ರಕ್ಷೇಪಣ, ಚದುರಿದ ಮಾಧ್ಯಮ",,,,,,,,,
,Dispersed phase,ಪ್ರಸರಿಸಿದ/ ಚದರಿದ ಘಟ್ಟ,,,,,,,,,
,Dispersion,"ಪ್ರಸರಣ, ಚದರಿಕೆ",,,,,,,,,
,Dispersion,"ಪ್ರಸರಣ, ಹರಡುವಿಕೆ",,,,,,,,,
,Dispersion,"ಚದರಿಕೆ, ಪ್ರಸರಣ, ವಿಕ್ಷೇಪ",,,,,,,,,
,Dispersion force,ಪ್ರಸರಣ ಬಲ,,,,,,,,,
,Dispersion medium,ಪ್ರಸರಣ ಮಾಧ್ಯಮ,,,,,,,,,
,Dispersion phase,ಪ್ರಸರಣ ಹಂತ,,,,,,,,,
,Dispersive,ಚದರಿಸುವ,,,,,,,,,
,Dispersive medium,ಚದರಿಸುವ ಮಾಧ್ಯಮ,,,,,,,,,
,Dispersive power,ಚದರಿಸುವ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,Displacement,"ಪಲ್ಲಟ, ಸ್ಥಾನಪಲ್ಲಟ. ಸ್ಥಳಾಂತರ, ಸ್ಥಳಪಲ್ಲಟ",,,,,,,,,
,Displacement current,ಸ್ಥಳಾಂತರ ಪ್ರವಾಹ,,,,,,,,,
,Displacement law,ಸ್ಥಳಪಲ್ಲಟ ನಿಯಮ,,,,,,,,,
,Display screen,ಪ್ರದರ್ಶನಪರದೆ,,,,,,,,,
,Disproof by a counter example,ಒಂದು ಪ್ರತ್ಯುದಾಹರಣೆ ಮೂಲಕ ಭೇದಾತ್ಮಕ,,,,,,,,,
,Disproportion,ಅಸಮಾನುಪಾತ,,,,,,,,,
,Dissected,ಛೇದಿಸಿದ,,,,,,,,,
,Dissection,ಅಂಗವಿಚ್ಛೇದನ,,,,,,,,,
,Dissipate,ವಿಸರಿಸು,,,,,,,,,
,Dissociate,ವಿಯೋಜಿಸು,,,,,,,,,
,Dissociation,"ವಿಯೋಜನೆ, ಬೇರ್ಪಡಿಸುವಿಕೆ",,,,,,,,,
,Dissociation constant,ವಿಯೋಜನೆ ಸ್ಥಿರಾಂಕ,,,,,,,,,
,Dissolution,"ಲೀನವಾಗುವ, ವಿನೀನತೆ, ವಿಲೀನ",,,,,,,,,
,Dissolution reaction,"ವಿಲೀನಿಕರಣಕ್ರಿಯೆ, ವಿಸರ್ಜನಾಕ್ರಿಯೆ",,,,,,,,,
,Dissolve,"ವಿಲೀನ, ವಿಲೀನಿಸು, ಕರಗು",,,,,,,,,
,Distance,ದೂರ,,,,,,,,,
,Distance between a given point and a given line,ದತ್ತ ಬಿಂದುವಿನಿಂದ,,,,,,,,,
,Distance formula,ದೂರದ ಸೂತ್ರ,,,,,,,,,
,Distance image,ದೂರ ಬಿಂಬ,,,,,,,,,
,Distance object,ದೂರ ವಸ್ತು,,,,,,,,,
,Distance time graph,ದೂರ ಕಾಲ ನಕ್ಷೆ,,,,,,,,,
,Distillation,"ಬಟ್ಟಿಯಿಳಿಸುವಿಕೆ, ಆಸವನ",,,,,,,,,
,Distinct,"ವಿಶಿಷ್ಟ, ಭಿನ್ನವಾದ, ಸ್ಫುಟ",,,,,,,,,
,Distinct elements,ವಿಭಿನ್ನ ಅಂಶಗಳು,,,,,,,,,
,Distinct integers,ವಿಭಿನ್ನ ಪೂರ್ಣಾಂಕಗಳು,,,,,,,,,
,Distinct lines,ವಿಭಿನ್ನರೇಖೆಗಳು,,,,,,,,,
,Distinct vision,"ಸ್ಪಷ್ಟ ನೋಟ, ಸ್ಪಷ್ಟವಾದ ದೃಷ್ಟಿ",,,,,,,,,
,Distribution,"ವಿತರಣೆ, ಹಂಚುವಿಕೆ",,,,,,,,,
,Distributive law,ವಿತರಣಾ ನಿಯಮ,,,,,,,,,
,Disturbance,ಕ್ಷೋಭೆ,,,,,,,,,
,Diurnal,"ದೈನಂದಿನ, ದೈನಿಕ",,,,,,,,,
,Diverge,"ಅಪಸರಿಸು, ಚದರು, ಮಾರ್ಗ ಬದಲಿಸು",,,,,,,,,
,Divergent,ಅಪಸರಣಿ,,,,,,,,,
,Divergent evolution,ಅಪಸರಣ ವಿಕಾಸ,,,,,,,,,
,Diversity,ವೈವಿಧ್ಯ,,,,,,,,,
,Divide,ಭಾಗಿಸು,,,,,,,,,
