ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Central implementation and evaluation division,ಕೇಂದ್ರ ಕಾರ್ಯಾನ್ವಯ ಮತ್ತು ಮೌಲ್ಯ ನಿರ್ಧಾರಣ ವಿಭಾಗ,,,,,,,,,
,Central sphere,ಕೇಂದ್ರಕ್ಷೇತ್ರ,,,,,,,,,
,Central trade union regulations 1938,ಕೇಂದ್ರ ಟ್ರೇಡ್‌ ಯೂನಿಯನ್‌ ನಿಯಮಗಳು 1938,,,,,,,,,
,Central wage board,ಕೇಂದ್ರ ವೇತನ ಮಂಡಳಿ,,,,,,,,,
,Central welfare board for beedi workers welfare fund,ಬೀಡಿ ಕಾರ್ಮಿಕರ ಕಲ್ಯಾಣನಿಧಿಯ ಕೇಂದ್ರ ಕಲ್ಯಾಣ ಮಂಡಳಿ,,,,,,,,,
,Certificate,ಪ್ರಮಾಣಪತ್ರ,,,,,,,,,
,Certificate of fitness,ಯೋಗ್ಯತಾ ಪ್ರಮಾಣಪತ್ರ,,,,,,,,,
,Certificate of registration,ನೋಂದಣಿ ಪ್ರಮಾಣಪತ್ರ,,,,,,,,,
,Certificate of standing orders,ಸ್ಥಾಯೀ ಆದೇಶಗಳ ಪ್ರಮಾಣಪತ್ರ,,,,,,,,,
,Certifying officer,ಪ್ರಮಾಣೀಕರಿಸುವ ಅಧಿಕಾರಿ,,,,,,,,,
,Certifying surgeon,ಪ್ರಮಾಣೀಕರಿಸುವ ಸರ್ಜನ್‌,,,,,,,,,
,Cessation of membership,ಸದಸ್ಯತ್ಛದ ಸಮಾಪ್ತಿ; ಸದಸ್ಯತ್ವ ಕೊನೆಗೊಳ್ಳುವಿಕೆ,,,,,,,,,
,Chairman,ಚೇರ್‌ಮನ್‌; ಸಭಾಪತಿ; ಸಭಾಧ್ಯಕ್ಷ,,,,,,,,,
,Change of ownership,ಮಾಲೀಕತ್ವದ ಬದಲಾವಣೆ,,,,,,,,,
,Chapter,ಅಧ್ಯಾಯ; ಪರಿಚ್ಛೇದ,,,,,,,,,
,Charge sheet,ಆರೋಪ / ಆಪಾದನಾ ಪಟ್ಟಿ,,,,,,,,,
,Charter of demands,ಬೇಡಿಕೆಗಳ ಪಟ್ಟಿ,,,,,,,,,
,Cheque,ಚೆಕ್ಕು; ಹುಂಡಿಚೀಟಿ,,,,,,,,,
,Child labour,ಬಾಲಕಾರ್ಮಿಕ ಕೆಲಸ; ಮಕ್ಕಳ ದುಡಿತ,,,,,,,,,
,Cine workers welfare cess act 1981,ಸಿನಿಮಾ ಕೆಲಸಗಾರರ ಕಲ್ಯಾಣ ಉಪಕರ ಅಧಿನಿಯಮ 1981,,,,,,,,,
,Cine workers welfare fund,ಸಿನಿಮಾ ಕೆಲಸಗಾರರ ಕಲ್ಯಾಣನಿಧಿ,,,,,,,,,
,Cinematography,ಚಲನಚಿತ್ರ ಕಲೆ,,,,,,,,,
,Cinemotograph,ಚಲನಚಿತ್ರಗ್ರಾಹಕ ಯಂತ್ರ,,,,,,,,,
,Claim,ಕ್ಲೇಮ್‌; 1. ಹಕ್ಕ ಸಾಧಿಸು 2. ಹಕ್ಕು ಸಾಧನೆ; ಹಕ್ಕೊತ್ತಾಯ,,,,,,,,,
,Claims for benefits,ಸೌಲಭ್ಯಗಳಿಗಾಗಿ ಹಕ್ಕೊತ್ತಾಯಗಳು,,,,,,,,,
,Claims hearing authority,ಹಕ್ಕುಗಳ ವಿಚಾರಣಾ ಪ್ರಾಧಿಕಾರ,,,,,,,,,
,Classification of workmen,ಕೆಲಸಗಾರರ ವರ್ಗೀಕರಣ,,,,,,,,,
,Clause,ಖಂಡ; ಕಲಮು,,,,,,,,,
,Cleaner,ಕ್ಲೀನರ್‌; ಸ್ವಚ್ಛಪಡಿಸುವವ,,,,,,,,,
,Closing down,ಮುಚ್ಚುವುದು,,,,,,,,,
,Closure,1. ಮುಚ್ಚುವುದು 2. ಮುಕ್ತಾಯ; ಸಮಾಪ್ತಿ,,,,,,,,,
,Code of discipline,ಶಿಸ್ತುಸಂಹಿತೆ; ನಡೆವಳಿಕೆ ಸೂತ್ರ,,,,,,,,,
,Coercion,ಬಲಾತ್ಕಾರ; ಒತ್ತಾಯ,,,,,,,,,
,Cognizable,ಸಂಜೆಯ; ಗಣನೆಗೆ ತೆಗೆದುಕೊಳ್ಳಲೇ ಬೇಕಾದ; ವಿಚಾರಣೆ ಮಾಡಲೇಬೇಕಾದ,,,,,,,,,
,Cognizable offence,ಸಂಜ್ಞೇಯ ಅಪರಾಧ,,,,,,,,,
,Cognizance of an offence,ಅಪರಾಧದ ಸಂಜ್ವೇಯತೆ,,,,,,,,,
,Collection of contributions,ಚಂದಾ / ವಂತಿಗೆ ಸಂಗ್ರಹ,,,,,,,,,
,Collection of Statistics (central) rules 1953,ಅಂಕಿಅಂಶಗಳ ಸಂಗ್ರಹಣ (ಕೇಂದ್ರ) ನಿಯಮಗಳು 1953,,,,,,,,,
,Collective bargain,ಸಾಮೂಹಿಕ ಚೌಕಾಸಿ; ವ್ಯವಸ್ಥಾಪಕ ವರ್ಗ ಹಾಗೂ ಕಾರ್ಮಿಕವರ್ಗಗಳ ನಡುವೆ ವೇತನ ಮೊ.ವುಗಳ ಭಗ್ಗೆ ನಡೆಯುವ ಮಾತುಕತೆ,,,,,,,,,
,Comfortable condition,ಹಿತಕರ ಪಾಸ್ಥಿತಿ,,,,,,,,,
,Commencement of payment,ವೇತನ ಸಂದಾಯ ಪ್ರಾರಂಭ,,,,,,,,,
,Commencement of proceedings,ನಡೆವಳಿಕೆಗಳ ಪ್ರಾರಂಭ,,,,,,,,,
,Commercial establishments,ವಾಣಿಜ್ಯ ಸಂಸ್ಥೆಗಳು,,,,,,,,,
,Commissioner,ಆಯುಕ್ತ,,,,,,,,,
,Commissioner of labour,ಕಾರ್ಮಿಕ ಆಯುಕ್ತ,,,,,,,,,
,Commissioner's report,ಆಯುಕ್ತರ ವರದಿ,,,,,,,,,
,Commit,1. ಮಾಡು 2. ಒಪ್ಪಿಸು.,,,,,,,,,
,Committee,ಸಮಿತಿ,,,,,,,,,
,Committing nuisance,ತೊಂದರೆ ಉಂಟುಮಾಡುವ,,,,,,,,,
,Commutation,ಪರಿವರ್ತನೆ,,,,,,,,,
,Commuted leave,ಪರಿವರ್ತಿತ ರಜೆ,,,,,,,,,
,Company,ಕಂಪನಿ; ಸಂಘ; ಸಂಸ್ಥೆ; ಮಂಡಳಿ,,,,,,,,,
,Compensation,ನಷ್ಟಪರಿಹಾರ,,,,,,,,,
,Compensatory holiday,ನಷ್ಟ ಪರಿಹಾರದ ರಜೆ,,,,,,,,,
,Competent authority,ಸಕ್ಷಮ ಪ್ರಾಧಿಕಾರ / ಅಧಿಕಾರಿ,,,,,,,,,
,Competent court,ಸಕ್ಷಮ ನ್ಯಾಯಾಲಯ,,,,,,,,,
,Competent medical practitioner,"ಸಕ್ಷಮ, ವೈದ್ಯವೃತ್ತಿಗ",,,,,,,,,
,Competent officer,ಸಕ್ಷಮ ಅಧಿಕಾರಿ,,,,,,,,,
,Complaint,ಫಿರ್ಯಾದು; ದೂರು,,,,,,,,,
,Complex,1. ಸಂಕೀರ್ಣ; ಜಟಿಲ 2. (ಕಟ್ಟಡ). ಸಮುಚ್ಚಯ ನೆರವೇರಿಸು; ಪಾಲಿಸು,,,,,,,,,
,Comply with compound interest,ಚಕ್ರಬಡ್ಡಿ,,,,,,,,,
,Compromise,ರಾಜಿ; ಒಪ್ಪಂದ,,,,,,,,,
,Compromise of suit,ದಾವೆಯ ರಾಜಿ,,,,,,,,,
,Compromise petition,ರಾಜೆ ಅರ್ಜಿ,,,,,,,,,
,Computation of period of membership,ಸದಸ್ಯತ್ವದ ಅವಧಿಯ ಗಣನೆ,,,,,,,,,
,Conciliation,ಸಂಧಾನ; ರಾಜೀಸಂಧಾನ,,,,,,,,,
,Conciliation board,ಸಂಧಾನ ಮಂಡಳಿ,,,,,,,,,
,Conciliation officer,ಸಂಧಾನಾಧಿಕಾರಿ,,,,,,,,,
,Conciliation proceedings,ಸಂಧಾನ ವ್ಯವಹರಣೆಗಳು,,,,,,,,,
,Concrete case,1. ಪ್ರತ್ಯಕ್ಷ ಉದಾಹರಣೆ 2. ನಿರ್ದಿಷ್ಟ ಪ್ರಕರಣ,,,,,,,,,
,Concurrence,ಸಹಮತಿ; ಒಪ್ಪಿಗೆ; ಸಮ್ಮತಿ,,,,,,,,,
,Condition precedent,ಪೂರ್ವಷರತ್ತು,,,,,,,,,
,Conditional attachment,ಷರತ್ತು ಪೂರ್ವಕ ಜಫ್ತಿ,,,,,,,,,
,Conditions of licence,ಲೈಸೆಸ್ಸಿನ ಷರತ್ತುಗಳು,,,,,,,,,
,Conditions of permit,ರಹದಾರಿ ಷರತ್ತುಗಳು,,,,,,,,,
,Conditions of service,ಸೇವಾಷರತ್ತುಗಳು,,,,,,,,,
,Conductor,ಕಂಡಕ್ಟರ್‌; ನಿರ್ವಾಹಕ,,,,,,,,,
,Confectionery,ಕನ್‌ಪೆಕ್ಟನರಿ; ಮಿಠಾಯಿ ಕಸಬು,,,,,,,,,
,Confer,1. ಸಮಾಲೋಚಿಸು 2. ಪ್ರದಾನಮಾಡು,,,,,,,,,
,Confidential,ಗೋಪ್ಯದ; ರಹಸ್ಯದ; ಗುಟ್ಟಿನ,,,,,,,,,
,Confidential report,ಗೋಪ್ಯ / ರಹಸ್ಯ ವರದಿ,,,,,,,,,
,Confine,1. ಸೆರೆಹಾಕು; ಬಂಧಿಸು 2. ಹಡೆ; ಹೆರು; ಪ್ರಸವಿಸು,,,,,,,,,
,Confinement,1. ಸೆರೆ; ಬಂಧನ 2. ಹೆರಿಗೆ; ಪ್ರಸೂತಿ,,,,,,,,,
,Confirm,ಸ್ಥಿರಪಡಿಸು; ದೃಢಪಡಿಸು; ಕಾಯಂಮಾಡು,,,,,,,,,
,Confirmation,ಸ್ಥಿರೀಕರಣ; ದೃಢೀಕರಣ; ಕಾಯಂ,,,,,,,,,
,Consecutive,ಕ್ರಮಾನುಗತ: ಒಂದಾದ ಮೇಲೊಂದು ಬರುವ,,,,,,,,,
,Consecutive terms,ಕ್ರಮಾನುಗತ ಅವಧಿಗಳು,,,,,,,,,
,Consequence,ಪರಿಣಾಮ; ಫಲ,,,,,,,,,
,Consequential,ತತ್ಫಲವಾದ; ತತ್ಪರಿಣಾಮವಾದ,,,,,,,,,
,Consequently,ತತ್ಪರಿಣಾಮವಾಗಿ; ಆದಕಾರಣ,,,,,,,,,
,Consider,ಭಾವಿಸು; ಪರಿಗಣಿಸು; ಯೋಚಿಸು,,,,,,,,,
,Consideration,ಪರಿಶೀಲನೆ; ಪರ್ಯಾಲೋಚನೆ,,,,,,,,,
,Consideration of report,ವರದಿಯ ಪರಿಶೀಲನೆ,,,,,,,,,
,Consolidate,ಒಟ್ಟುಗೂಡಿಸು; ಕ್ರೋಡೀಕರಿಸು; ಸಂಚಯಿಸು,,,,,,,,,
,Consolidated fund,ಸಂಚಿತ ನಿಧಿ,,,,,,,,,
,Consolidated profit,ಸಂಚಿತ ಲಾಭ,,,,,,,,,
,Consolidated register,ಕ್ರೋಡೀಕೃತ ರಿಜಿಸ್ಟರ್‌,,,,,,,,,
,Conspicuous,1. ಎದ್ದು ಕಾಣುವ; ಸ್ಪಷ್ಟ 2. ಗಮನ ಸೆಳೆಯುವ,,,,,,,,,
,Conspicuous manner,ಗಮನ ಸೆಳೆಯುವ ರೀತಿ,,,,,,,,,
,Conspicuous place,ಎದ್ದು ಕಾಣುವ ಸ್ಥಳ,,,,,,,,,
,Conspiracy,ಒಳಸಂಚು; ಪಿತೂರಿ,,,,,,,,,
,Constitution,1. ಸಂವಿಧಾನ 2. ಸಂಘಟನೆ; ರಚನೆ,,,,,,,,,
,Constitution of India,ಭಾರತದ ಸಂವಿಧಾನ,,,,,,,,,
,Constitution of the board,1. ಮಂಡಳಿಯ ರಚನೆ 2. ಮಂಡಳಿಯ ಸಂವಿಧಾನ,,,,,,,,,
,Construction of the standing committee,ಸ್ಥಾಯಿ ಸಮಿತಿಯ ರಚನೆ,,,,,,,,,
,Construction technology,ನಿರ್ಮಾಣ ತಂತ್ರಜ್ಞಾನ,,,,,,,,,
,Consult,ಸಮಾಲೋಚಿಸು; ಸಲಹೆಕೇಳು.,,,,,,,,,
,Consultant,ಸಮಾಲೋಚಕ,,,,,,,,,
,Consultative committee,ಸಮಾಲೋಚನಸಮಿತಿ,,,,,,,,,
,Consume,ಬಳಸು; ಬಳಕೆಮಾಡು,,,,,,,,,
,Consumer price index,ಬಳಕೆದಾರರ ಬೆಲೆಸೂಚ್ಯಂಕ,,,,,,,,,
,Consumption unit,ಬಳಕೆ ಘಟಕ,,,,,,,,,
,Context,ಸಂದರ್ಭ,,,,,,,,,
,Continuance,ಮುಂದುವರಿಕೆ,,,,,,,,,
,Continuing offence,ಮುಂದುವರಿಯುತ್ತಿರುವ ಅಪರಾಧ,,,,,,,,,
,Continuous service,ನಿರಂತರಸೇವೆ,,,,,,,,,
,Contract,ಕರಾರು; ಒಪ್ಪಂದ; ಗುತ್ತಿಗೆ,,,,,,,,,
,Contract labour,ಕರಾರುಕಾರ್ಮಿಕ,,,,,,,,,
,Contract labour (regulation and abolition) act 1970,ಕರಾರು ಕಾರ್ಮಿಕ (ವಿನಿಯಮನ ಮತ್ತು ರದ್ದತಿ) ಅಧಿನಿಯಮ 1970,,,,,,,,,
,Contract of service,ಸೇವಾ ಕರಾರು,,,,,,,,,
,Contracting out,ಕರಾರು ಮೂಲಕ ವಿಮೋಚನೆ,,,,,,,,,
,Contravene,ಉಲ್ಲಂಘಿಸು; ಮೀರು,,,,,,,,,
,Contravention,ಉಲ್ಲಂಘನೆ,,,,,,,,,
,Contribution,1. ಕೊಡುಗೆ 2. ವಂತಿಗೆ; ಚಂದಾ,,,,,,,,,
,Controlled industry,ನಿಯಂತ್ರಿತ ಕೈಗಾರಿಕೆ,,,,,,,,,
,Controller,ನಿಯಂತ್ರಕ,,,,,,,,,
,Controlling authority,ನಿಯಂತ್ರಣ ಅಧಿಕಾರ / ಪ್ರಾಧಿಕಾರ,,,,,,,,,
,Conversant,ಪರಿಚಯವುಳ್ಳ; ತಿಳಿದ,,,,,,,,,
,Conversion,ಪರಿವರ್ತನೆ; ಬದಲಾವಣೆ,,,,,,,,,
,Convert,ಪರಿವರ್ತಿಸು; ಬದಲಾಯಿಸು,,,,,,,,,
,Cook,1. ಅಡಿಗೆ ಮಾಡು 2. ಅಡಿಗೆಯವನು(ಳು),,,,,,,,,
,Co-option,ಕೋಆಪ್‌ಶನ್‌; ಜೊತೆಗೆ ಸೇರಿಸಿಕೊಳ್ಳುವುದು; ಸಹಸದಸ್ಯನನ್ನಾಗಿ ಸೇರಿಸಿಕೊಳ್ಳುವುದು,,,,,,,,,
,Co-ordinate,ಸಮನ್ವಯಗೊಳಿಸು; ಹೊಂದಾಣಿಕೆ ಮಾಡು,,,,,,,,,
,Co-owner,ಸಹ ಮಾಲೀಕ; ಸಹ ಒಡೆಯ,,,,,,,,,
,Co-partner,ಸಹಪಾಲುದಾರ; ಭಾಗಸ್ಥ,,,,,,,,,
,Copy tester,ಪ್ರತಿಪರೀಕ್ಷಕ; ಪ್ರತಿಯನ್ನು ತಿದ್ದುವವ,,,,,,,,,
,Corporate,ನಿಗಮಿತ; ನಿಗಮವೆಂದು ಪರಿಗಣಿಸಿದ,,,,,,,,,
,Corporate body,ನಿಗಮಿತ ನಿಕಾಯ; ವ್ಯಕ್ತಿಯೆಂದು ಪರಿಗಣಿಸಿದ ಸಂಸ್ಥೆ,,,,,,,,,
,Corporation,1. ನಿಗಮ; ಸಂಸ್ಥೆ 2. ಮಹಾನಗರ ಪಾಲಿಕೆ,,,,,,,,,
,Correction of errors,ತಪ್ಪುಗಳನ್ನು ಸರಿಪಡಿಸುವುದು,,,,,,,,,
,Corresponding entries,ಸಂವಾದಿ ನಮೂದುಗಳು,,,,,,,,,
,Cost of living allowance,ಜೀವನಭತ್ಯದ ಖರ್ಚು,,,,,,,,,
,Cost of living index number,ಜೀವನವೆಚ್ಚದ ಸೂಚ್ಯಂಕ,,,,,,,,,
,Cost of maintenance,ಜೀವನಾವಶ್ಯಕ ಖರ್ಚು,,,,,,,,,
,Cost of production,ಉತ್ಪಾದನ ವೆಚ್ಚ,,,,,,,,,
,Cost of suit,ದಾವೆಯ ಖರ್ಚು,,,,,,,,,
,Cost price,ಅಸಲು / ಮೂಲ ಬೆಲೆ,,,,,,,,,
,Cotton ginning and pressing industry,ಹತ್ತಿ ಬೀಜ ತೆಗೆಯುವ ಮತ್ತು ಒತ್ತುವ ಕೈಗಾರಿಕೆ,,,,,,,,,
,Countercharge,1. ಪ್ರತ್ಯಾರೋಪ / ಪ್ರತ್ಯಾಪಾದನೆ ಮಾಡು 2. ಪ್ರತ್ಯಾರೋಪ; ಪ್ರತ್ಯಾಪಾದನೆ,,,,,,,,,
,Counterfoil,ಕೌಂಟರ್ ಫಾಯಿಲ್; ಪಕ್ಕದ ಪ್ರತಿ; ಇದಿರುಪ್ರತಿ,,,,,,,,,
,Course of action,ಕಾರ್ಯಮಾರ್ಗ,,,,,,,,,
,Creche,ಕ್ರೇಶ್; ಶಿಶುಗೃಹ; ತಾಯಂದಿರು ಕೆಲಸಕ್ಕೆ ಹೋಗಿರುವಾಗ ಅವರ ಮಕ್ಕಳನ್ನು ನೋಡಿಕೊಳ್ಳುವ ಮನೆ,,,,,,,,,
,Credit,1. ಜಮಾ ಮಾಡು 2. ಜಮೆ 3. ಸಾಲ; ಉದ್ದರಿ 4. ಪತ್ತು ವಿಶ್ವಾಸ ಸಾಲಿಗ,,,,,,,,,
,Creditor,ಸಾಲ ಕೊಟ್ಟವನು,,,,,,,,,
,Criminal,ಕ್ರಿಮಿನಲ್; ಅಪರಾಧಿ; ಗುನ್ಹೇದಾರ,,,,,,,,,
,Criminal act,ಅಪರಾಧಿಕ ಕೃತ್ಯ,,,,,,,,,
,Criminal conspiracy,ಅಪರಾಧಿಕ ಒಳಸಂಚು,,,,,,,,,
,Criminal procedure,ದಂಡಪ್ರಕ್ರಿಯೆ,,,,,,,,,
,Criminal procedure code,ದಂಡಪ್ರಕ್ರಿಯಾ ಸಂಹಿತೆ,,,,,,,,,
,Criminal proceeding,ಕ್ರಿಮಿನಲ್ ವ್ಯವಹರಣೆ,,,,,,,,,
,Criteria,ಪ್ರಮಾಣಗಳು; ಮಾನದಂಡಗಳು,,,,,,,,,
,Criteria criteria for recognition of trade union,ಟ್ರೀಡ್ ಯೂನಿಯನ್ ಗಳ ಮನ್ನಣೆಯ ಮಾನದಂಡಗಳು,,,,,,,,,
,Cross examination,ಪಾಟೀಸವಾಲು,,,,,,,,,
,Crushing plant,ಕ್ರಶಿಂಗ್ ಪ್ಲಾಂಟ್;,,,,,,,,,
,Crushing plant,1. ನಜ್ಜುಗುಜ್ಜು ಮಾಡುವ ಸ್ಥಾವರ 2. ಪುಡಿಪುಡಿ ಮಾಡುವ ಸ್ಥಾವರ,,,,,,,,,
,Custody,1. ರಕ್ಷಣೆ; ಪಾಲನೆ 2. ಸುಪರ್ದು; ವಶ; ಅಭಿರಕ್ಷೆ 3. ಸೆರೆ; ಬಂಧನ,,,,,,,,,
,Customary bonus,ರೂಢಿಗತ ಬೋನಸ್ಸು,,,,,,,,,
,Customary concession,ರೂಢಿಗತ ರಿಯಾಯ್ತಿ,,,,,,,,,
,Customary rights,ರೂಢಿಗತ ಹಕ್ಕುಗಳು,,,,,,,,,
,Customer,ಗಿರಾಕಿ,,,,,,,,,
,Cut,1. ಕಿಡಿ; ಖೋತಾಮಾಡು 2. ಕಡಿತ; ಖೋತಾ,,,,,,,,,
,Cut-throat competition,ಘಾತಕ ಸ್ಪರ್ಧೆ,,,,,,,,,
,Cyclostyle,1. ಸೈಕ್ಲೋಸ್ಟೈಲ್ / ಕೊರೆಯಚ್ಚು ಮಾಡು 2. ಸೈಕ್ಲೋಸ್ಟೈಲ್; ಕೊರೆಯಚ್ಚು,,,,,,,,,
,Daily allowance,ದಿನಭತ್ಯ,,,,,,,,,
,Daily attendance,ದಿನದ ಹಾಜರಾತಿ,,,,,,,,,
,Daily diary,ದೈನಿಕ ದಿನಚರಿ ಪುಸ್ತಕ,,,,,,,,,
,Daily fine,ದೈನಿಕ ಜುಲ್ಮಾನೆ,,,,,,,,,
,Daily hours,ದಿನನಿತ್ಯದ ಕೆಲಸದ ಘಂಟಿಗಳು,,,,,,,,,
,Daily rate,ದೈನಿಕದರ,,,,,,,,,
,Daily rated worker,ದಿನಗೂಲಿಯ ಕೆಲಸಗಾರ,,,,,,,,,
,Daily wages,ದಿನಗೂಲಿ,,,,,,,,,
,Damage,ಡ್ಯಾಮೆಜ್; ಹಾನಿ,,,,,,,,,
,Dangerous operation,ಅಪಾಯಕರ ಕಾರ್ಯಾಚರಣೆ,,,,,,,,,
,Dangerous trade,ಅಪಾಯಕರ ವ್ಯಾಪಾರ,,,,,,,,,
,Date of application,ಅರ್ಜಿಯ ದಿನಾಂಕ,,,,,,,,,
,Date of communication of notice,ನೋಟೀಸನ್ನು ತಿಳಿಸಿದ ದಿನಾಂಕ,,,,,,,,,
,Date of decree,ಡಿಕ್ರಿಯ ದಿನಾಂಕ,,,,,,,,,
,Date of enforcement,ಜಾರಿಯ ದಿನಾಂಕ,,,,,,,,,
,Date of establishment of factory,ಕಾರ್ಖಾನೆಯ ಸ್ಥಾಪನ ದಿನಾಂಕ,,,,,,,,,
,Date of institution of suit,ದಾವೆ ಹೂಡಿದ ದಿನಾಂಕ,,,,,,,,,
,Date of reckoning,ಪರಿಗಣನೆಯ ದಿನಾಂಕ,,,,,,,,,
,Decide,ತೀರ್ಮಾನಿಸು,,,,,,,,,
,Declare,ಘೋಷಿಸು; ಸಾರು,,,,,,,,,
,Decline,1. ನಿರಾಕರಿಸು 2. ಇಳಿಮುಖವಾಗು; ಕ್ಷೀಣಿಸು 3. ಇಳಿತ; ಕ್ಷೀಣತೆ,,,,,,,,,
,Decorum,ಸಭ್ಯತೆ; ಸಭ್ಯಾಚಾರ,,,,,,,,,
,Decrease,1. ಕಡಿಮೆಯಾಗು; ಇಳಿ; ತಗ್ಗು 2. ಕಡಿಮೆಯಾಗಿಸು; ಇಳಿಸು; ತಗ್ಗಿಸು 3. ಕಡಿಮೆಯಾಗುವುದು; ಇಳಿತ; ತಗ್ಗುವಿಕೆ,,,,,,,,,
,Decree,ಡಿಕ್ರಿ; ನ್ಯಾಯಾಜ್ಞೆ,,,,,,,,,
,Decree for damages,ನಷ್ಟ ಪರಿಹಾರಕ್ಕಾಗಿ ಡಿಕ್ರಿ,,,,,,,,,
,Decree for eviction,ಹೊರಹಾಕುವುದಕ್ಕಾಗಿ ಡಿಕ್ರಿ,,,,,,,,,
,Decree for maintenance,ಜೀವನಾಂಶಕ್ಕಾಗಿ ಡಿಕ್ರಿ,,,,,,,,,
,Decree-holder,"ಡಿಕ್ರಿದಾರ; ನ್ಯಾಯಾಜ್ಞೆ, ಪಡೆದವ",,,,,,,,,
,Deduct,ಕಳೆ; ಮುರಿದುಕೊಳ್ಳು,,,,,,,,,
,Deducted wages,ಮುರಿದುಕೊಂಡ ಮಜೂರಿ,,,,,,,,,
,Deduction,ಕಳೆತ; ಮುರಿದುಕೊಳ್ಳುವುದು,,,,,,,,,
,Deduction register,ಕಳೆತದ ರೆಜಿಸ್ಟರ್‌,,,,,,,,,
,Deface,ವಿಕೃತಮಾಡು; ವಿರೂಪಗೊಳಿಸು,,,,,,,,,
,Default,1. ಗೈರುಹಾಜರಿ 2. ತಪ್ಪಿತ; ಕರ್ತವ್ಯಲೋಪ,,,,,,,,,
,Default in payment,ಸಂದಾಯದಲ್ಲಿ ತಪ್ಪುವುದು,,,,,,,,,
,Defaulting member,ತಪ್ಪಿತ ಮಾಡುವ ಸದಸ್ಯ,,,,,,,,,
,Defeat,1. ಸೋಲಿಸು; ವಿಫಲಗೊಳಿಸು 2. ಸೋಲು; ವೈಫಲ್ಯ,,,,,,,,,
,Defect,1. ಪಕ್ಷಾಂತರ ಮಾಡು 2. ದೋಷ; ನ್ಯೂನತೆ; ಲೋಪ,,,,,,,,,
,Defection,ಪಕ್ಷಾಂತರ,,,,,,,,,
,Defective,ದೋಷಪೂರ್ಣ,,,,,,,,,
,Defective claim,ದೋಷಪೂರ್ಣ ಹಕ್ಕೊತ್ತಾಯ,,,,,,,,,
,Defence,1. ಪ್ರತಿವಾದ 2. ಸಮರ್ಥನೆ 3. ರಕ್ಷಣೆ,,,,,,,,,
,Defend,1. ಪ್ರತಿವಾದಿಸು 2. ಸಮರ್ಥಿಸು 3. ರಕ್ಷಿಸು,,,,,,,,,
,Defendant,ಪ್ರತಿವಾದಿ,,,,,,,,,
,Defer,ಮುಂದಕ್ಕೆ ಹಾಕು ; ಮುಂದೂಡು,,,,,,,,,
,Defiance,1. ಪ್ರತಿಭಟನೆ 2. ಉಲ್ಲಂಘನೆ,,,,,,,,,
,Deficiency,ಕೊರತೆ ; ನ್ಯೂನತೆ,,,,,,,,,
,Deficiency of account,ಲೆಕ್ಕದ ಕೊರತೆ,,,,,,,,,
,Deficiency of values,ಮೌಲ್ಯಗಳ ಕೊರತೆ,,,,,,,,,
,Deficit,ಕೊರತೆ; ಖೋತಾ,,,,,,,,,
,Define,ಪರಿಭಾಷಿಸು; ವ್ಯಾಖ್ಯೆಗೊಳಿಸು; ಅರ್ಥ ನಿರೂಪಿಸು,,,,,,,,,
,Definite period,ನಿಶ್ಚಿತ ಅವಧಿ,,,,,,,,,
,Definition,ಪರಿಭಾಷೆ; ವ್ಯಾಖ್ಯೆ; ಅರ್ಥನಿರೂಪಣೆ,,,,,,,,,
,Deformity,1. ವಿರೂಪತೆ 2. ಅಂಗವಿಕಾರ,,,,,,,,,
,Defraud,ಮೋಸಮಾಡು; ವಂಚಿಸು,,,,,,,,,
,Defray,ಪಹಿಸು; ಭರಿಸು; ಕೊಡು,,,,,,,,,
,Defunct,ನಿಷ್ಕ್ರಿಯ; ಕೆಲಸ ಮಾಡದಿರುವ; ನಿಂತುಹೋದ,,,,,,,,,
,Degrade,ಕೆಳದರ್ಜಿಗಿಳಿಸು,,,,,,,,,
,Dejure,ಕಾನೂನುಬದ್ಧ; ವಿಧ್ಯುಕ್ತ,,,,,,,,,
,Delay,1. ವಿಳಂಬ ಮಾಡು 2. ವಿಳಂಬ; ಕಾಲಕರಣ,,,,,,,,,
,Delayed wages,ವಿಳಂಬಿತ ಮಜೂರಿ,,,,,,,,,
,Delaying the case,ಮೊಕ್ಕದ್ದಮೆಯನ್ನು ವಿಳಂಬಗೊಳಿಸುವುದು,,,,,,,,,
,Delaying the execution,ಅಮಲ್ಜಾರಿಯನ್ನು ವಿಳಂಬಗೊಳಿಸುವುದು,,,,,,,,,
,Delegate,1.ಪ್ರತ್ಯಾಯೋಜಿಸು; ವಹಿಸುಕೊಡು 2. ಪ್ರತಿನಿಧಿ,,,,,,,,,
